IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,120544.12977059314,2130.0,0.009942530634415905,1198.5137030431285
sICX,158115.87243521697,849.0,0.1958105136619497,30960.75019964715
GBET,127175.70303718116,713.0,0.006702975462145785,852.4556168393644
$unknown,240063.59696801897,585.0,,
bnUSD,22819.53195093321,461.0,1.0081886047247066,23006.392078082215
BALN,177264.6518255605,274.0,0.11733894543818302,20800.047308677953
OMM,812384.3763322877,240.0,0.010088704091877235,8195.905581680687
CODE,758414.3103567483,173.0,,
CFT,1010276.9042174938,145.0,0.004661641313551537,4709.548554827219
FIN,8393.425865548961,138.0,0.09092418978098925,763.1654463118377
IUSDC,20786.906848,85.0,1.0033790266325548,20857.146359847826
USDS,1752.761745233679,53.0,0.9948011426279858,1743.6493869130863
NPT,2092.35,38.0,,
CROWN,241196.30800249297,36.0,,
oIUSDC,6361.2394380000005,16.0,1.0033790266325548,6382.734235477061
oICX,1275.911733809451,10.0,0.1958105136619497,249.83693198453747
VOID,1995.5754767899896,10.0,,
XCROWN,41464.15567147016,7.0,,
dIUSDC,133.323893,6.0,1.0033790266325548,133.77439798520288
METX,30193.220451192705,6.0,6.8618069897705e-05,2.071800511356757
CLAW,166414.290849228,5.0,,
oOMM,14036.962148582912,4.0,0.010088704091877235,141.6147574659343
dbnUSD,50.175024322968525,4.0,1.0081886047247066,50.58588776420186
oUSDS,4.820518872315401,3.0,0.9948011426279858,4.795457682239131
dUSDS,10.428829079911855,2.0,0.9948011426279858,10.37461108496828
oBALN,156.65248200803302,2.0,0.11733894543818302,18.381437039096532
finICX,4681.011589827176,1.0,0.1958105136619497,916.5912838615992
finMICX,0.09992090804697257,1.0,0.1958105136619497,0.019565564330246143
finOMM,0.8139449097630337,1.0,0.010088704091877235,0.008211649341688965
FinICX,2.977037283207038,1.0,0.09092418978098925,0.27068470292339736
ICXIOU,230.11795,1.0,0.1958105136619497,45.059513992334864
ICX,,,0.170873672,
