IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,55591.144961321595,2200.0,0.026823554507500073,1491.1521070043477
sICX,1234572.1466460447,2020.0,0.3178029030866005,392350.6122739692
bnUSD,324822.9213806355,2013.0,0.9646909860508882,313353.7443186154
GBET,466572.56004387833,1373.0,0.020428715340036433,9531.478014608447
$unknown,78645.0653043391,1347.0,,
CROWN,91705179.42578974,1169.0,,
METX,383491.4327183002,778.0,0.000131056788533846,50.2591556023039
VOID,309390.9788915723,616.0,,
BALN,516353.96206266334,498.0,0.18346626839163738,94733.53458887394
OMM,2405503.138156969,470.0,0.021022553846485766,50569.81924979537
FIN,23391.57575488599,295.0,0.31218703907258194,7302.546774159853
IUSDC,78442.57301,275.0,0.9715450254981803,76210.49159514332
USDS,246660.17904170405,223.0,0.9880794914673152,243719.86427276387
XCROWN,2944124.7021,180.0,,
CFT,2951374.6283328882,134.0,0.007209163760260594,21276.94301353004
IDOGE,259494056.1253596,125.0,,
oICX,82523.41817348299,42.0,0.3178029030866005,26226.18186816242
dIUSDC,13858.209824,36.0,0.9715450254981803,13463.874816817213
oUSDS,102192.07556474107,34.0,0.9880794914673152,100973.89405599881
oIUSDC,10266.48121,29.0,0.9715450254981803,9974.348748946039
obnUSD,10148.041509617236,21.0,0.9646909860508882,9789.724170397996
dUSDS,33927.77718555885,18.0,0.9880794914673152,33523.34082812337
dbnUSD,1309.1143541977158,18.0,0.9646909860508882,1262.8908172043662
CLAW,568854.4452311671,15.0,,
UP,0.6145562441144319,15.0,0.840403717465594,0.5164753521454616
oOMM,426835.6525825197,15.0,0.021022553846485766,8973.175490015912
TAP,103401.12714598996,14.0,0.0009913110445359437,102.50267935728522
IUSDT,182.716241,10.0,0.977972856848347,178.69152420336107
NPT,365.61525,7.0,,
oBALN,0.40143795485295175,2.0,0.18346626839163738,0.07365032356764166
dBALN,290.9869020512416,2.0,0.18346626839163738,53.38628107018419
finOICX,180.43885634320458,2.0,0.3178029030866005,57.34399237549647
finUSDS,199.27171176371226,1.0,0.31218703907258194,62.210045666438326
finICX,27209.30595335042,1.0,0.3178029030866005,8647.196422946285
dICX,24.628861588120056,1.0,0.3178029030866005,7.827123712422615
FinICX,38.82516555043372,1.0,0.31218703907258194,12.120713474692712
ICX,,,0.282884532,
