IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10056.0,1677236.7981317788,360603.89450463094,1097.0,0.9995056720753109,360425.6379298257
sICX,12226.0,1670584.458497739,787988.2423892963,734.0,0.30226454111019047,238180.90448602618
FRMD,984.0,19385.77162530682,68290.24768255622,714.0,0.011423873988250052,780.1391841519074
BST,454.0,12.242487229121227,223.36411817588117,708.0,1.1845294708161593,264.5813807021946
$unknown,,,469832.12062596745,336.0,,
BALN,16564.0,522750.6200653658,62971.36250589836,160.0,0.21785805092314994,13718.81829951014
GBET,2923.0,3838.814435739473,416886.2801629991,135.0,0.0012698810797073595,529.3959995685741
CROWN,1294.0,6685.520039301154,1528886.8295908666,98.0,0.0021601025221826583,3302.552296731079
CFT,19457.0,44972.66581575094,8780156.635097532,94.0,0.00363171785575856,31887.0516280407
ETH,170.0,2755.5452608408877,1.616286727838893,62.0,3013.7417497989136,4871.070791333946
FIN,2279.0,4706.140096425957,2521.6136129498263,56.0,0.017512505072844898,44.159771188538585
IUSDC,5614.0,23527.406719713716,135.182939,49.0,0.6472522528369379,87.49746181286835
USDS,5458.0,1674.6556911504238,30.53565020575383,39.0,0.14740846627529353,4.501213363549023
archUSDC,36.0,10.853891349521165,101100.0,22.0,0.9762448617805634,98698.35552601496
OMM,13921.0,16570.65200103379,38194.31779156209,17.0,0.004346946130052875,166.0286419140405
AVAX,24.0,145078.72052143404,512.0122558970716,17.0,35.30243853098713,18075.281190918424
BTCB,165.0,6843.048231065392,0.0027245920715594342,16.0,64114.28515875277,174.6852730172385
NPT,466.0,0.6311911202889664,0.0,11.0,7.714261879535902e-05,0.0
sARCH,135.0,50578.846301172576,11328.628665787071,9.0,0.1774055878234368,2009.762027687392
VOID,160.0,838.857801686841,278.99686101725854,4.0,0.01553506479122077,4.334234312450328
INJ,9.0,69033.62337966755,884.0,4.0,26.440535742100742,23373.433596017057
BNB,22.0,37970.51261619239,1.256951700733708,4.0,605.1444069004265,760.6372914429821
oIUSDC,5614.0,23527.406719713716,1.111062,4.0,0.6472522528369379,0.7191373825415138
oUSDS,5458.0,1674.6556911504238,0.6382361124277527,4.0,0.14740846627529353,0.09408140645448083
METX,11422.0,909.5453435717586,221751.32892316085,2.0,5.070490595922488e-05,11.243880279382015
XCROWN,1294.0,6685.520039301154,275933.6319987009,2.0,0.0021601025221826583,596.0449344354153
finMICX,12226.0,1670584.458497739,0.000895864710592438,2.0,0.30226454111019047,0.00027078813564403685
ICX,,,,,0.240059783,
