IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,2091148.3728086771,1587.0,0.3154469735085033,659646.4253597286
bnUSD,609844.1767890283,1503.0,0.9836261258869617,599858.6650097154
FRMD,66553.02634847644,1066.0,,
GBET,860001.413100239,923.0,0.025971348657617143,22335.396545669737
METX,350137.24295810895,800.0,0.000135851434299901,47.56664665767202
BALN,501009.14316133136,641.0,0.21508939381182327,107761.75289675174
OMM,2946940.9191533597,617.0,0.023824973419999545,70210.78906913783
FIN,31407.620548898358,347.0,0.3402424567214568,10686.205975332487
IUSDC,421559.258461,308.0,0.9842549746962737,414921.79726951144
USDS,5030.78599688285,125.0,1.0001562663195935,5031.5721392952455
CFT,2861127.518331223,69.0,0.00889289594798221,25443.70931442813
obnUSD,94810.42463775616,51.0,0.9836261258869617,93258.01068013384
oIUSDC,134817.088487,51.0,0.9842549746962737,132694.39001739747
finOMM,30292.03283702744,32.0,0.023824973419999545,721.7068771799321
oICX,190409.1418450684,31.0,0.3154469735085033,60063.98752337814
dbnUSD,14875.539566771282,26.0,0.9836261258869617,14631.969354541448
TAP,584139.68407793,25.0,0.001053389271914309,615.3264765071052
UP,3.962779577765839,25.0,0.839048148497794,3.324962867629297
dICX,29583.06288466678,12.0,0.3154469735085033,9331.887654079868
oOMM,7758.27,9.0,0.023824973419999545,184.84057653517988
CLAW,3188529.769323055,8.0,,
dIUSDC,42255.589847,7.0,0.9842549746962737,41590.27451563511
oUSDS,163.84337325992502,7.0,1.0001562663195935,163.86897646085413
MCA,1371150.0,6.0,,
finOICX,1438.347748266495,5.0,0.3154469735085033,453.72244404343644
IAM,1000.75,3.0,,
oBALN,7.220873956148412,3.0,0.21508939381182327,1.553133402019544
IUSDT,0.059238,3.0,0.9951757997677751,0.05895222402664346
IDOGE,2001500.0,3.0,,
dBALN,210.7321794899636,2.0,0.21508939381182327,45.32625674314061
finICX,2212.449101096188,2.0,0.3154469735085033,697.9103729824011
finIUSDC,29575.325253,2.0,0.3402424567214568,10062.78132241686
FinICX,1072.7003646578275,1.0,0.3402424567214568,364.97820739718185
ICX,,,0.28242824,
