IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,861.0,17977.921551395582,41920.111324325255,1589.0,0.028076166725998813,1176.9560347141867
sICX,12035.0,1194909.802633665,174365.4375994693,950.0,0.2969042707111256,51769.8430876967
bnUSD,9825.0,1357883.948532,32295.5199292004,691.0,1.0085686362327462,32572.248491421124
BST,223.0,3.4735003119378773,464.59183783978665,586.0,0.9231300522365722,428.8786875337273
CFT,19078.0,81680.99082338778,1660939.5813422848,527.0,0.005939205177786844,9864.66096149921
$unknown,,,27356.17515170579,495.0,,
GBET,2833.0,15133.116091176393,214673.7966858761,433.0,0.007229995000722735,1552.090476825053
CROWN,1149.0,18990.46896224637,592062.1977576951,271.0,0.008444077321221403,4999.418976838255
BALN,16374.0,578821.3934163642,23512.39742588745,182.0,0.11504324439998762,2704.9424834960096
CODE,242.0,21.28619943384063,552109.3013475079,133.0,1.2609105655774181e-05,6.961604514226393
FIN,2253.0,18350.872004187702,3526.5761813571244,74.0,0.10146543600460475,357.82558984485473
OMM,13882.0,83522.5309122314,24720.04716693656,49.0,0.003880411751981751,95.92396153612383
USDS,5426.0,35035.21237207988,17.263205122691815,28.0,1.0051924312407596,17.352843128286523
IUSDC,5579.0,145050.05046548694,5.3657140000000005,22.0,1.0016550727882683,5.374594647231031
XCROWN,1149.0,18990.46896224637,15449.866624367176,18.0,0.008444077321221403,130.45986837871433
BTCB,129.0,246962.52994052623,0.22667467145839387,12.0,28031.428689125845,6354.014888616997
BUSD,59.0,462.84724465723565,69.80360850950706,8.0,1.0551613096302164,73.65406697180639
VOID,151.0,706.7499059158207,1879.052387060193,7.0,0.010800951391977178,20.29555349561583
IDOGE,1736.0,58.04390508881128,22513.0,6.0,1.5909210314428082e-07,0.0035816405180871943
CLAW,533.0,1275.8080623615342,2160000.0,3.0,3.571315987298422e-05,77.14042532564591
ETH,108.0,30313.811957507136,0.01595218219832402,3.0,1891.6737669252902,30.176324589782155
IUSDT,3479.0,9276.51121783274,0.083416,2.0,0.9789018660458881,0.08165607805808381
finMICX,12035.0,1194909.802633665,51.424753656189296,2.0,0.2969042707111256,15.268228980790171
oICX,12035.0,1194909.802633665,13297.192094985492,2.0,0.2969042707111256,3947.9931214674116
oIUSDC,5579.0,145050.05046548694,4.146503,2.0,1.0016550727882683,4.153365764281773
oUSDS,5426.0,35035.21237207988,1.5799828147643795,2.0,1.0051924312407596,1.5881867668916254
IAM,4062.0,9.119030151501237,263.0,1.0,0.010355419016095845,2.723475201233207
finICX,12035.0,1194909.802633665,2001.4742167621278,1.0,0.2969042707111256,594.2462426748808
METX,11414.0,1174.613492403868,120.0,1.0,6.136158048639594e-05,0.007363389658367513
ICX,,,,,0.249732,
