IRC Token,Amount,No. of Transactions
BALN,1099354.5826058323,7229
sICX,15843523.973860327,6883
OMM,3407921.273032975,6497
bnUSD,7556821.470080708,5667
IUSDC,1065366.569588,1732
METX,1812643.2647208064,1483
USDS,3199136.864950367,1296
IWIN,1799.0383,842
PGT,3000.0,487
CFT,3156834.095991592,484
oIUSDC,275116.188662,252
GBET,105024.0,226
oICX,358257.6713953505,187
oUSDS,1537117.9470167567,156
obnUSD,726001.1505572321,131
IUSDT,22.927027,130
dbnUSD,147311.80271151467,61
TAP,1060462.3419458098,48
dIUSDC,157458.283599,46
dUSDS,230956.12484986894,44
UP,3.8329556825606086,39
LDX,2569.0,7
ACT,300.0,3
ICXIOU,146.80036014,2
HGC,12500.0,2
SEED,92.794496,1
