IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
BST,405.0,1086.8864607590294,259.73937658487216,718.0,1.1256916184452208,292.3864392017774
FRMD,958.0,15321.22473241489,86012.61030209275,626.0,0.008194258295390151,704.8095454760839
bnUSD,9976.0,770070.0494281125,29168.95495828741,589.0,0.9843307891040857,28711.90045143258
sICX,12154.0,752652.6934515857,142827.4648733043,531.0,0.28096347607937333,40129.30101040817
$unknown,,,998.2269742484489,317.0,,
BALN,16495.0,252679.5565587943,87741.00539040854,154.0,0.12182772220504567,10689.286830694105
GBET,2911.0,6045.465483579786,21271.0,119.0,0.0020635607817639577,43.894001388901145
CODE,255.0,1.0977791621203792,555554.0,113.0,7.250550188013577e-06,4.028072159151694
USDS,5454.0,4855.064044119222,721.4286641763703,67.0,0.8868791388354043,639.8200324159153
CROWN,1278.0,8123.131980076213,74208.01623186402,63.0,0.0021093294828131836,156.52915649895007
OMM,13907.0,15921.65638314793,265226.1429852149,57.0,0.0032546511547544526,863.2185725378991
CFT,19433.0,47344.34479004286,329272.0277856302,56.0,0.003561477742916734,1172.6949983235825
FIN,2273.0,7671.832326855393,4326.089367921472,43.0,0.0418628201260553,181.10230105853685
IUSDC,5610.0,17501.459965964426,262.94896900000003,30.0,0.3461290178405246,91.01426838214856
BTCB,160.0,9658.286500936312,0.02388452196527333,25.0,49178.59785044039,1174.6073005801873
ETH,158.0,2778.4205413773266,0.5291279286125147,23.0,2624.089693038685,1388.4791437710087
NPT,466.0,0.6217856433146511,758.55,16.0,7.597140962164538e-05,0.0576281127684991
VOID,159.0,341.2097739305588,28559.003109073143,15.0,0.008747088158929113,249.8081179261934
TAP,9236.0,8.247672811529524,260102.63031074675,14.0,0.000345362820619467,89.82977805466197
sARCH,84.0,59995.53352376643,3194.1295095347514,7.0,0.18734462691472467,598.4030012811005
oIUSDC,5610.0,17501.459965964426,4.242273,4.0,0.3461290178405246,1.4683737869013758
oUSDS,5454.0,4855.064044119222,2.08096287215136,4.0,0.8868791388354043,1.8455625600020475
XCROWN,1278.0,8123.131980076213,48857.280467919714,3.0,0.0021093294828131836,103.05610214105575
IAM,4067.0,9.460512716867786,101.59411522683513,2.0,0.01224489516437257,1.2440092902697832
dUSDS,5454.0,4855.064044119222,101.5931086267213,2.0,0.8868791388354043,90.10080869047827
finMICX,12154.0,752652.6934515857,0.000910430863303889,2.0,0.28096347607937333,0.00025579782008380543
ICX,,,,,0.22593548,
