IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,775024.2932479937,1659.0,0.30529425345383887,236610.46301573532
FRMD,46193.75501597909,1632.0,0.020988674639803726,969.5456944211866
GBET,166664.92334276257,1105.0,0.015970309308581634,2661.6903766749656
bnUSD,136757.0808406323,876.0,0.9950548809283671,136080.80079198643
METX,411848.73225096404,763.0,0.000121250251253125,49.93676226371039
CFT,2256954.9064910244,518.0,0.006842567735923801,15443.366824590403
BALN,89107.11537672208,453.0,0.1793105199254584,15977.843187257846
$unknown,14558.481490263175,377.0,,
OMM,718551.0340288002,365.0,0.01834660311746128,13182.970640967813
FIN,21473.211984849593,258.0,0.29307883102208526,6293.34386680915
CODE,585859.5555959295,173.0,,
CROWN,1472410.396886834,143.0,,
NPT,1061.76525,139.0,,
USDS,2039.5411096129255,96.0,0.9936180761542528,2026.5249135711051
IUSDC,112096.826178,94.0,0.9933403244053032,111350.2976804594
oICX,95517.20746343398,53.0,0.30529425345383887,29160.854544544523
XCROWN,639960.8108116484,19.0,,
dICX,13151.554574479007,15.0,0.30529425345383887,4015.094035572988
obnUSD,2536.144789822535,14.0,0.9950548809283671,2523.6032518539614
oIUSDC,33684.862568,7.0,0.9933403244053032,33460.53231084517
UP,0.31810801445450243,6.0,0.8054823622528215,0.25623039493436733
TAP,41027.06471701515,5.0,0.0009501190264699342,38.98059478784942
oOMM,7526.94,5.0,0.01834660311746128,138.093780868944
oUSDS,420.6929697398265,5.0,0.9936180761542528,418.0081392445057
IDOGE,1033260225.0690652,5.0,,
finICX,5697.164994215655,3.0,0.30529425345383887,1739.3117337124124
VOID,1601.2,3.0,,
IAM,231.8139001085658,2.0,0.027215951552647392,6.309035874584969
dbnUSD,9.877189661261752,2.0,0.9950548809283671,9.828345782293711
finOICX,38.87945153916132,2.0,0.30529425345383887,11.869673132342962
finIUSDC,17247.55493,1.0,0.29307883102208526,5054.893236873603
finOMM,1.005799785418726,1.0,0.01834660311746128,0.018453009478705085
FinICX,88.84853952975475,1.0,0.29307883102208526,26.039626103400053
ICX,,,0.271129811,
