IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,1664845.0132094314,2810.0,1.0157646166320844,1691090.6565945155
sICX,4187508.6842863904,2716.0,0.8510606754317953,3563823.969225284
BALN,288167.5634301874,1577.0,0.5865147846998725,169014.53642274323
GBET,439879.12090491195,1525.0,0.10357587054853343,45560.86288384984
OMM,2849188.68716095,1016.0,0.07005894174910368,199611.1442660142
METX,3300391.25790038,989.0,0.000798640324121633,2635.8255439377635
FIN,24532.41137257502,955.0,3.449741564995714,84630.4792015456
TAP,1826985.0561540688,611.0,0.0018384813263053667,3358.877909178217
UP,4.761577154550713,571.0,2.3257195172764877,11.074092921356435
IUSDC,546406.738063,491.0,1.0050204445376736,549149.9427864564
USDS,238115.48071760833,480.0,0.9963786469914507,237253.18050512945
CFT,562369.36339534,260.0,0.07085757239816838,39848.12788129717
oICX,323505.5623894962,89.0,0.8510606754317953,275322.86243314744
oIUSDC,200009.775194,61.0,1.0050204445376736,201013.91317735403
obnUSD,160592.03041804364,54.0,1.0157646166320844,163123.70221175213
dbnUSD,121770.99091144721,46.0,1.0157646166320844,123690.6639000752
finICX,804917.8690979397,31.0,3.449741564995714,2776758.629434942
oOMM,9457.83,29.0,0.07005894174910368,662.6055610429253
oUSDS,46957.32665773895,26.0,0.9963786469914507,46787.277601573514
IUSDT,36.672197,14.0,0.9970617523522409,36.56444500342659
IAM,151.09196940793322,14.0,,
dIUSDC,32364.368447999997,13.0,1.0050204445376736,32526.851964790014
dUSDS,13106.059093653404,9.0,0.9963786469914507,13058.597427124378
oBALN,86.04528005188378,4.0,0.5865147846998725,50.46682890407085
LDX,250.0,3.0,,
HGC,15000.0,1.0,,
ICX,,,0.78272127,
