week,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2020-41,hxb0d886f01ca2697ce9961232a754bb3923142128,15962.951500000008,100,10,77.4196,255.08670000000006,157.7947,159.62951500000008,0.48500%,1.59799%,0.98851%,1.00000%
2020-41,hx0f16f2e17ded0a63c9651643cdfdbb609ffda2a2,2019.9360000000004,100,10,9.5978,61.4844,20.244149999999998,20.199360000000002,0.47515%,3.04388%,1.00222%,1.00000%
2020-41,hx6bbfa9feb27746616afecef44b78dcf97566dd24,1649.0646000000013,100,10,16.49059999999986,16.4908,16.4906,16.490646000000012,1.00000%,1.00001%,1.00000%,1.00000%
2020-41,hx1b4e0df6efc52a2b567f6b254353e14c7a2b479f,53844.74570000001,47,4,336.6967,8685.4724,426.0007,1145.6328872340428,0.62531%,16.13058%,0.79116%,2.12766%
2020-41,hx463b1ee3016d7244516413acc69de2f1cdb268fd,7599.807099999998,45,4,128.7943,266.9233,160.5144,168.88460222222218,1.69470%,3.51224%,2.11209%,2.22222%
2020-41,hxa16dc10855a6a7d1c455d324f9c7776ae1290133,242103.6188,34,3,2153.4006,10793.346599999999,7212.39985,7120.694670588236,0.88945%,4.45815%,2.97905%,2.94118%
2020-41,hxd2b801100a49fb8cdca2df399e14f06b96acafa8,6029.3573,31,3,60.3395,809.1919,120.6791,194.49539677419355,1.00076%,13.42086%,2.00153%,3.22581%
2020-41,hx4238c8c7ff1d53d4f91c9b5460d1ac037f642da4,47637.9678,28,2,0.0,5121.166,1654.7061,1642.6885448275862,0.00000%,10.75018%,3.47350%,3.44828%
2020-41,hxf159b2029f3d6e8823157033ada47b76e8903a4f,619.4294182716101,25,2,1.371961950484824,64.93149732357978,20.76282793422435,24.777176730864404,0.22149%,10.48247%,3.35193%,4.00000%
2020-41,hxcaf3a1285478520ad520d34d470aed54d49c4774,22915.4488,24,2,103.083,3567.7801,845.68175,954.8103666666666,0.44984%,15.56932%,3.69044%,4.16667%
2020-41,hx1ef3d6019d3f815e2cfb53dd52fa9a38975c9da0,678.0,24,2,28.249999999999993,28.25,28.249999999999996,28.25,4.16667%,4.16667%,4.16667%,4.16667%
2020-41,hx4c9cc8daac26a7547d378fc9d1960bd9e3187870,478.04330000000004,23,2,6.2176,86.089,20.0,20.784491304347828,1.30064%,18.00862%,4.18372%,4.34783%
2020-41,hx171a92e51f8f199d509c61699897bdc93f265761,2529.044,23,2,50.5808,379.3566,75.8713,109.95843478260869,2.00000%,15.00000%,3.00000%,4.34783%
2020-41,hxee4ed659a48922c4f5dbe97ab3fcdc35a7010924,9892.963699999998,23,2,196.18959999999998,810.0657,392.2957,430.12885652173907,1.98312%,8.18830%,3.96540%,4.34783%
2020-41,hxb50bf047dfdce1e3b21ee7cde229a99a29e3569d,37636.999500000005,22,2,745.6016,3807.4334,1864.0039,1710.7727045454549,1.98103%,10.11620%,4.95258%,4.54545%
2020-41,hx2e48a07fc66eb6de9cebb40d6fc3b6407174b92e,1017.9877,22,2,45.9877,49.0,46.0,46.27216818181818,4.51751%,4.81342%,4.51872%,4.54545%
2020-41,hxe03b68f5e0fafd46eed4b9ab805a95734278a3bd,75926.52760000002,21,2,2132.0972,7917.028500000002,3610.671,3615.548933333334,2.80811%,10.42722%,4.75548%,4.76190%
2020-41,hx44f4a5faccae3e1a109e95c896c13ae234d4d145,2208.7821000000004,21,2,6.5012,551.8935,79.4095,105.18010000000001,0.29433%,24.98633%,3.59517%,4.76190%
2020-41,hx3c117f6c88806a9a37f5602ab884568d71138239,8664.3614,21,2,350.8427,524.2645000000001,350.8427,412.5886380952381,4.04926%,6.05082%,4.04926%,4.76190%
2020-41,hxac10537896b44850e68db5d5ef50d57af82953da,2724.361,21,2,9.5529,300.0,100.0,129.73147619047617,0.35065%,11.01176%,3.67059%,4.76190%
2020-41,hx624cc71bdd83371ed6ed32ba06c705e8d586244c,32208.2632,21,2,10.0,25233.9996,56.8865,1533.726819047619,0.03105%,78.34635%,0.17662%,4.76190%
2020-41,hx284251e89505004dc28771575fd2199281cd3b35,21406.773400000002,21,2,411.2316999999996,2998.8331,423.22450000000003,1019.370161904762,1.92104%,14.00880%,1.97706%,4.76190%
2020-41,hx9a50175b8990abf883182baf0a97bf28191d6435,25131.397399999998,21,2,503.3545999999999,2017.8633,1010.4797000000001,1196.7332095238094,2.00289%,8.02925%,4.02079%,4.76190%
2020-41,hx8e1c9e9a72d54632fb8769bbd9417d1af1be079b,11389.706999999999,21,2,228.1081,998.8518,527.6613999999996,542.367,2.00276%,8.76978%,4.63279%,4.76190%
2020-41,hx7fb6c93dc1f87902b23921b985f57988383846a5,2211.5090999999998,20,2,99.4239,126.6485,108.11845,110.57545499999999,4.49575%,5.72679%,4.88890%,5.00000%
