IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,4617807.187,6404,1.063400194,4910577.06
bnUSD,4214328.069,5816,0.985286784,4152321.752
BALN,608303.9963,2929,1.173796687,714025.2157
GBET,1282960.043,2288,0.204833557,262793.269
METX,3992436.049,2159,0.00231148,9228.43762
OMM,2043596.201,1588,0.148887023,304264.9536
CFT,8593080.719,956,0.102068256,877080.7621
FIN,24679.9353,563,,
IUSDC,171115.6091,550,0.986068623,168731.733
USDS,172655.79,529,0.985788049,170202.0144
IWIN,247.8816,351,,
oICX,339159.5931,189,1.063400194,360662.3773
IAM,13103.2068,155,,
finICX,343122.7819,131,1.063400194,364876.833
obnUSD,316289.1613,93,0.985286784,311635.5307
oOMM,47579.42138,79,0.148887023,7083.958381
LDX,18134.30916,78,,
TAP,783647.0258,62,0.003315523,2598.199456
oIUSDC,29493.56232,56,0.986068623,29082.67637
UP,4.112640964,40,2.791026272,11.47848897
dIUSDC,4120.845297,36,0.986068623,4063.436246
IUSDT,4150.199741,28,0.988745044,4103.489425
dUSDS,7156.731448,23,0.985788049,7055.02033
dbnUSD,96532.54866,22,0.985286784,95112.24447
oUSDS,36449.55139,18,0.985788049,35931.53214
oBALN,5529.422967,14,1.173796687,6490.418361
dBALN,11365.7994,13,1.173796687,13341.13769
ICX,,,0.990542,
