IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,295224.7981071222,1188,,
sICX,3341230.923433269,966,,
FRMD,23997.290930261166,962,,
GBET,109367.07649872184,624,,
BALN,222263.04471295475,321,,
$unknown,11076.977729151575,190,,
OMM,1735377.8403305989,188,,
CODE,570314.4821430733,144,,
USDS,43874.53081178823,134,,
IUSDC,258604.935756,121,,
CFT,578856.933642964,117,,
FIN,12142.452921322607,92,,
CROWN,62627.43956357087,34,,
BUSD,75161.4,24,,
BTCB,0.1675061472250643,18,,
ETH,4.218120425018969,17,,
XCROWN,16888.55245797243,11,,
TAP,19826.657587566275,5,,
VOID,1876.5802112519405,5,,
IUSDT,0.321162,4,,
NPT,117.0,4,,
oICX,21260.427635884218,4,,
UP,0.08134975915575514,3,,
finOMM,0.5605061918088547,2,,
obnUSD,41880.153971783366,2,,
oUSDS,29991.065989028404,2,,
oIUSDC,23901.976024,2,,
oBALN,17.498664475134667,2,,
dIUSDC,12294.875861999999,2,,
dbnUSD,393.37352161152836,2,,
dUSDS,1464.8626005971537,2,,
IAM,263.55790935889456,2,,
METX,48984.10116558945,2,,
finMICX,147.0025410212787,1,,
finICX,946.5167515825935,1,,
FinICX,110.89568750804393,1,,
IDOGE,2080.0,1,,
