IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,925114.6011638044,1309.0,0.2566684932894739,237447.77080080623
bnUSD,276821.1300213394,1053.0,1.002870593317533,277615.7709073306
FRMD,19047.984155211234,832.0,0.013791053147625609,262.6917618396486
GBET,264708.9335420009,791.0,0.008489626209869408,2247.27990018475
METX,280466.66874839,728.0,9.9552043958632e-05,27.9210301361708
BALN,1325668.29757479,467.0,0.14442704790814273,191462.3587241402
OMM,2023571.5243410475,384.0,0.012519234043281056,25333.565516544582
FIN,15268.266038405007,199.0,0.16712322772364016,2551.681902081481
CODE,630889.2842422877,179.0,,
CFT,378794.14168555115,161.0,0.005792828305274941,2194.289425828387
USDS,6673.966113746093,95.0,0.9987603393906317,6665.692660846623
IUSDC,9967.303901000001,92.0,0.9993423905513624,9960.749307777261
CROWN,162166.2638035891,59.0,,
oICX,18431.82506266387,26.0,0.2566684932894739,4730.868767409098
oUSDS,3348.268629218996,22.0,0.9987603393906317,3344.1179124897694
VOID,4636.643276705679,21.0,,
obnUSD,6144.320443901479,15.0,1.002870593317533,6161.958289108524
ICZ,2290252.1,12.0,,
oIUSDC,1395.6242960000002,12.0,0.9993423905513624,1394.7065202762024
IAM,3863.7595369844207,11.0,0.008909630025483155,34.42466798196329
XCROWN,43859.43945087827,9.0,,
oOMM,7264.96,8.0,0.012519234043281056,90.95173455507515
oBALN,139.70829175164084,4.0,0.14442704790814273,20.177656145979014
TAP,24291.989192626468,3.0,0.0007884665288824887,19.15342039836112
dUSDS,34.93824209931083,2.0,0.9987603393906317,34.894930536819736
CLAW,158060.61750935964,2.0,,
UP,0.12441922830181133,2.0,0.6684382319983428,0.08316656899266095
finUSDS,5.438995408940114,1.0,0.16712322772364016,0.908982468316132
finICX,102424.06930883891,1.0,0.2566684932894739,26289.031546076327
ICX,,,0.225,
