IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
BST,322.0,369.420009831866,298.63168898640225,670.0,1.003887027069832,299.792478445402
FRMD,913.0,11180.617357042092,18547.080304917738,517.0,0.009982927213236598,185.1541527020478
bnUSD,9907.0,682030.0592404967,14055.466242426233,399.0,0.9513278868443148,13371.35699901895
$unknown,,,14838.94390811394,356.0,,
sICX,12111.0,673754.8507287495,726581.259827874,355.0,0.19962426031766262,145043.2465538148
GBET,2887.0,8228.178640958045,292487.92318313866,241.0,0.003524052024629568,1030.7426578732375
CROWN,1236.0,12975.517637951623,77569.1185525849,222.0,0.0042594480431756,330.4016302296639
CODE,250.0,12.760751836553268,554706.0332007157,124.0,6.830397162938868e-06,3.788862515439242
BALN,16414.0,208624.57055226294,46682.23699859385,92.0,0.06580679842290679,3072.008560096827
BTCB,154.0,13378.92195891331,0.0997685835226396,62.0,27264.77946277087,2720.168427057805
CFT,19276.0,42661.17586252556,1281580.0750597015,60.0,0.003288306510283843,4214.228104268872
FIN,2262.0,11628.625367508572,957.5457906531457,57.0,0.0674270839579656,64.5645204199662
IUSDC,5592.0,39743.487871005425,995.913857,46.0,1.025216642506992,1021.0274606997285
USDS,5441.0,4161.722471335511,671.2578336256265,36.0,0.5388526731907806,361.70907804942107
OMM,13898.0,15990.204735495061,392091.8923090335,34.0,0.002288283546075606,897.2174257204098
VOID,157.0,552.6252960830916,2947.8291619339607,12.0,0.011353804422174577,33.46907577458098
XCROWN,1236.0,12975.517637951623,8320.18773751422,5.0,0.0042594480431756,35.439407377408564
finMICX,12111.0,673754.8507287495,8365.505369602653,2.0,0.19962426031766262,1669.9578215903646
oICX,12111.0,673754.8507287495,1749.595465522401,2.0,0.19962426031766262,349.26170066004585
oIUSDC,5592.0,39743.487871005425,2.394234,2.0,1.025216642506992,2.4546085428560853
oUSDS,5441.0,4161.722471335511,1.2687617404091227,2.0,0.5388526731907806,0.683675655461643
obnUSD,9907.0,682030.0592404967,473.4394857894595,2.0,0.9513278868443148,450.3961855647455
IUSDT,3481.0,21.67837474867294,0.546278,2.0,0.9241344763460544,0.5048343334693699
ICX,,,,,0.164065,
