IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
CROWN,1276.0,7284.303674536998,490684.06142721476,2469.0,0.0017368174532615805,852.228641924064
BST,396.0,1064.9579519125757,289.1108399676252,704.0,1.10327836618305,318.96973516529084
bnUSD,9969.0,738751.594606005,54098.35505802893,625.0,0.9643454878627232,52169.50460100573
FRMD,957.0,13873.036918147198,22283.66314975575,520.0,0.007197283685774221,160.38184524702524
sICX,12147.0,720252.2087838877,631139.7907615924,453.0,0.270405519684502,170663.68311445625
$unknown,,,2254.1064636631927,176.0,,
BALN,16490.0,237660.81760363834,227424.19739294105,158.0,0.11517792288749727,26194.24667007512
CFT,19430.0,48743.62731012222,285798.1265674993,148.0,0.003631701535790534,1037.9334951812448
GBET,2909.0,6365.895814937348,56834.19036002692,135.0,0.002334840866054525,132.698790241713
CODE,255.0,0.9518592310983081,555541.1009497468,113.0,6.978091312603566e-06,3.8766165303316487
OMM,13906.0,12967.42155219312,358664.98707701796,91.0,0.002213906147162103,794.0506196616263
USDS,5454.0,4541.3865328130705,601.9201948178852,72.0,0.8242217609671492,496.1157229344868
IUSDC,5610.0,14250.897483583954,423.520219,40.0,0.2462905937436982,104.30904619997109
FIN,2272.0,7763.709276005033,2163.9120895799824,26.0,0.04313308732574426,93.33620912508711
sARCH,82.0,56910.47043250944,9376.577591550336,17.0,0.1868755108759793,1752.2527276892288
NPT,466.0,0.6092062448294584,958.425,10.0,7.442892865505746e-05,0.07133454594622345
VOID,158.0,433.47072106325913,1210.7719037495049,10.0,0.016332249385035878,19.774628680431572
BTCB,160.0,10410.10910208319,0.000512017681683618,9.0,42177.8403613773,21.595800040254137
XCROWN,1276.0,7284.303674536998,53627.976826722894,8.0,0.0017368174532615805,93.14200613575991
METX,11420.0,870.7802668223464,174259.6046930293,6.0,4.271799236942036e-05,7.444020463575034
finMICX,12147.0,720252.2087838877,9711.037272052205,3.0,0.270405519684502,2625.9180802248447
dUSDS,5454.0,4541.3865328130705,93.67731696642869,2.0,0.8242217609671492,77.21088315274766
obnUSD,9969.0,738751.594606005,7.3312619548690385,2.0,0.9643454878627232,7.069869386517605
IAM,4067.0,11.33979686287606,100.0,2.0,0.015444094275279735,1.5444094275279734
TAP,9236.0,6.850821897461977,10000.0,1.0,0.00024762321482519424,2.4762321482519423
ICX,,,,,0.217894,
