IRC Token,Amount,No. of Transactions
IWIN,640490.5380000001,12399
BALN,873477.9727491438,3775
sICX,2650233.684000995,3000
bnUSD,3866245.419547544,2922
PGT,2999.9999999999995,1994
METX,912853.6472509193,854
UP,170.03476657398804,136
ACT,2708.0,85
TAP,1033301.1105980447,83
SEED,35701.051575,67
IAM,394095.4403419355,48
HGC,182500.0,10
IUSDC,66203.411378,6
LDX,200.0,5
USDS,1355.29,5
uTAP,3106.5581567711392,2
ICXIOU,112.68212,1
uMETX,5022.972600442761,1
