to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
0,0.0,302090,System,27,302097,System
cx0000000000000000000000000000000000000000,50.03266241249963,11017,governance,7598,0,governance
cxee7a00755a757e3c519a0616456030e33dc9d47f,5347.3580021125,7164,BTP_2,0,7164,BTP
cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,22.874430187499986,4790,Blobble Stake Token,5056,9,Blobble
cxf2ca3b655a782f39227934d37ff3b77f9b1ebcf9,15.999913762499812,3914,Blobble,0,0,Blobble
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,43.76711702499998,3056,FRAMD Token,3356,77,FRAMD
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,8.39851255,2049,Relay_4,0,0,Relay
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,38.387220999999954,2028,CROWN,4936,67,GangstaBet
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,5.782998587499988,1222,GangstaBet Crown,1275,0,GangstaBet
cx69bcdf1753472c1444188ec3f5188657e30c8322,3.0449918124999655,1067,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
cxb6be11a27f21ad82c7475aa215e3635fafd7f186,11.910032749999967,1018,gangstabet_game,4613,0,GangstaBet
hx3b7ec435da0ce79d6f61091dea59c6b7e985ed98,0.64125,513,unknown_hx,0,0,unknown_hx
cx5a0af85407c69945eb318d4ac18e9e842184163c,25.28857174999999,458,GangWar Simulation,1285,384,GangstaBet
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,87.23898092499999,417,bnUSD,3702,306,bnUSD
cx44250a12074799e26fdeee75648ae47e2cc84219,41.921373087499994,366,balanced_governance,4,0,Balanced
hxb568381d35d3e7a6383200e8a0d30310af20b929,0.375,300,Swyftx,0,0,Swyftx
cx14002628a4599380f391f708843044bc93dce27d,139.0264916875,282,iAM Div,26081,26104,iAM 
cx2609b924e33ef00b648a409245c7ea394c467824,45.78410989999999,279,sICX,1763,74,sICX
cx66d4d90f5f113eba575bf793570135f9b10cece1,20.35338321249999,259,balanced_loans,807,238,Balanced
cxba62bb61baf8dd8b6a04633fe33806547785a00c,6.850007062499998,221,MyID_3,221,0,MyID
hx68646780e14ee9097085f7280ab137c3633b4b5f,0.2629299999999999,210,kraken_hot,0,0,kraken
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,26.949578237499995,183,CraftRewards,1450,34,Craft
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,1.6014263749999937,170,MyID_2,170,0,MyID
cxd17316e24ee40f2ef8ed6f3a497311db1b35206d,2.8908726374999962,164,GangstaVerse LootBox,811,0,GangstaBet
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,41.57087144999999,155,balanced_router,2284,230,Balanced
cxa0af3165c08318e988cb30993b3048335b94af6c,7.252758524999996,155,balanced_dex,480,34,Balanced
cx2dc662031f3d62bcdba4f63e9bf827767c847565,9.448528599999998,148,SkillScore,1103,1158,SkillScore
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,7.544630637499996,143,balanced_rewards,277,182,Balanced
cx9c4698411c6d9a780f605685153431dcda04609f,2.2969989499999963,140,Auction,901,4,Craft
cx622bbab73698f37dbef53955fd3decffeb0b0c16,25.041073287499998,140,ICON IBC Handler,28,210,ICON IBC Handler
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,24.003056049999994,131,balanced_baln,909,152,Balanced
cx1a29259a59f463a67bb2ef84398b30ca56b5830a,38.7220631875,120,omm_token,1371,69,Omm
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,27.701438637499997,108,omm_lending,1988,0,Omm
cxe971c0a92c58db502e4a224efc6ba311eb1c173d,25.450868575,97,Inanis Treasury,370,47,Inanis
cx28497aef34ec44ad2be9249daddfbe34b54f309a,1.373229399999997,95,Balanced Bribe,95,0,Balanced
cx203d9cd2a669be67177e997b8948ce2c35caffae,17.955572237499997,93,balanced_dividends,1116,25,Balanced
cx82c8c091b41413423579445032281bca5ac14fc0,0.2607341624999917,92,Craft,90,0,Craft
cxaa99a164586883eed0322d62a31946dfa9491fa6,13.602719199999997,90,optimus_rewards,289,12,Optimus
cxe65f3286902be43e00a5013cb1dc300ec8e51fa4,24.230918399999997,79,makeArb,1247,14,makeArb
hxbb984f278abd66ae2155edbd91f8c87ce98411c8,0.09625,77,kucoin,0,0,kucoin
cx2e6d0fc0eca04965d06038c8406093337f085fcf,10.398383262499998,74,Craft,586,19,Craft
cx7b1843b7ef5368a080ccf59c0a9d1bdec474f9f6,3.8573198749999977,65,optimus_dividends,639,0,Optimus
cx43e2eec79eb76293c298f2b17aec06097be606e0,23.8950852375,58,balanced_staking,153,11,Balanced
hxa390d24fdcba68515b492ffc553192802706a121,0.07,56,bitvavo_hot,0,0,bitvavo
cx85954d0dae92b63bf5cba03a59ca4ffe687bad0a,0.3383130374999981,55,NebulaMultiToken,68,1,Nebula
cxbb2871f468a3008f80b08fdde5b8b951583acf06,7.6307217499999975,50,Stably_USD,495,20,Stably_USD
cx6139a27c15f1653471ffba0b4b88dc15de7e3267,12.7152108875,48,gangstabet_token,681,58,GangstaBet
cxa07f426062a1384bdd762afa6a87d123fbc81c75,14.0951595625,43,xCall,607,216,xCall
cx334db6519871cb2bfd154cec0905ced4ea142de1,0.1462143124999992,39,unknown_cx,0,0,unknown_cx
hx6d14b2b77a9e73c5d5804d43c7e3c3416648ae3d,0.04875,39,bithumb_03,0,0,bithumb
cx9f4ab72f854d3ccdc59aa6f2c3e2215dd62e879f,30.177082825,32,CPS Score,177,16,CPS Score
hx294c5d0699615fc8d92abfe464a2601612d11bf7,0.03875,31,crypto.com_hot_02,0,0,crypto.com_hot_02
hx6b91c8dea3114de74ecfa85908b875778c2b599c,0.03625,29,bybit,0,0,bybit
cxc83f6eaf7e123f656657ebac3b09bc7a38e32314,2.913166099999999,28,Code Metal Rewards Distribution,784,0,Code Metal Rewards Distribution
cx5b5a03cb525a1845d0af3a872d525b18a810acb0,3.2520028249999986,28,btp-0x38.bsc-BTCB,203,4,BTP
cx785d504f44b5d2c8dac04c5a1ecd75f18ee57d16,3.033004837499999,28,Finance Token,159,10,Optimus
hx2fffe6e44afa91985a812e414553acb56828c2be,0.03375,27,unknown_hx,0,0,unknown_hx
cx30f18d26f45d990112a4cd4825c0b79af73aac7c,5.8767790249999985,25,Yetis,603,603,FRAMD
cxfd6f9f61aabc0b8e72f272542711d740fe468819,0.5792758499999988,25,OptimusEarn,149,6,Optimus
cx4b8b991c61003d3e56193cc802076e3ed6e7743f,0.25193033749999927,24,GangstaVerse DAO,3,11,GangstaBet
cx57d7acf8b5114b787ecdd99ca460c2272e4d9135,0.2766495374999993,24,NebulaPlanetToken,50,0,Nebula
hx133323c2e990994816b548a9e7eb080a5eac8031,0.03,24,unknown_hx,0,0,unknown_hx
hx04bd60201d19da874417f1f37762fa40eff7995e,0.03,24,unknown_hx,0,0,unknown_hx
hx05a1d1c125186389be9fd5d31d6ad6c5ef418898,0.03,24,unknown_hx,0,0,unknown_hx
cx841f29ec6ce98b527d49a275e87d427627f1afe5,20.7386168625,24,OMM Delegation,25,0,Omm
cxe0252e6c1fe4040412811d83d13979e335287e45,1.8103517999999994,23,balanced_boosted_baln,65,43,Balanced
cx288d13e1b63563459a2ac6179f237711f6851cb5,1.6911046999999995,22,btp-0x38.bsc-ETH,144,2,BTP
hx85532472e789802a943bd34a8aeb86668bc23265,0.0275,22,okx.com_01,0,0,okx.com_01
