delegator,week,how_many_prep_voted,raffle_tickets
hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,2020-51,100,10
hxb0d886f01ca2697ce9961232a754bb3923142128,2020-51,100,10
hxb0d886f01ca2697ce9961232a754bb3923142128,2020-51,100,10
hxb0d886f01ca2697ce9961232a754bb3923142128,2020-51,100,10
hxb0d886f01ca2697ce9961232a754bb3923142128,2020-51,100,10
hx414742cdbec72d48568077742998810433afad1e,2020-51,100,10
hx414742cdbec72d48568077742998810433afad1e,2020-51,100,10
hx414742cdbec72d48568077742998810433afad1e,2020-51,100,10
hx414742cdbec72d48568077742998810433afad1e,2020-51,100,10
hx414742cdbec72d48568077742998810433afad1e,2020-51,100,10
hx414742cdbec72d48568077742998810433afad1e,2020-51,100,10
hx414742cdbec72d48568077742998810433afad1e,2020-51,100,10
hx414742cdbec72d48568077742998810433afad1e,2020-51,100,10
hx414742cdbec72d48568077742998810433afad1e,2020-51,100,10
hx414742cdbec72d48568077742998810433afad1e,2020-51,100,10
hxb0d886f01ca2697ce9961232a754bb3923142128,2020-51,100,10
hxb0d886f01ca2697ce9961232a754bb3923142128,2020-51,100,10
hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,2020-51,100,10
hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,2020-51,100,10
hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,2020-51,100,10
hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,2020-51,100,10
hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,2020-51,100,10
hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,2020-51,100,10
hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,2020-51,100,10
hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,2020-51,100,10
hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,2020-51,100,10
hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,2020-51,100,10
hxb0d886f01ca2697ce9961232a754bb3923142128,2020-51,100,10
hxc35919c430476b095652bc91056ba1baf0420f9e,2020-51,100,10
hxc35919c430476b095652bc91056ba1baf0420f9e,2020-51,100,10
hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,2020-51,100,10
hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,2020-51,100,10
hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,2020-51,100,10
hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,2020-51,100,10
hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,2020-51,100,10
hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,2020-51,100,10
hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,2020-51,100,10
hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,2020-51,100,10
hxc35919c430476b095652bc91056ba1baf0420f9e,2020-51,100,10
hxc35919c430476b095652bc91056ba1baf0420f9e,2020-51,100,10
hxc35919c430476b095652bc91056ba1baf0420f9e,2020-51,100,10
hxc35919c430476b095652bc91056ba1baf0420f9e,2020-51,100,10
hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,2020-51,100,10
hxc35919c430476b095652bc91056ba1baf0420f9e,2020-51,100,10
hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,2020-51,100,10
hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,2020-51,100,10
hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,2020-51,100,10
hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,2020-51,100,10
hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,2020-51,100,10
hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,2020-51,100,10
hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,2020-51,100,10
hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,2020-51,100,10
hxc35919c430476b095652bc91056ba1baf0420f9e,2020-51,100,10
