IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,19708775.84,21749,1.024855166,20198640.74
sICX,40609975.2,14081,0.8176185,33203467
BALN,1736359.511,4937,0.946167133,1642886.301
FIN,36042.86142,2587,16.0888,579886.3889
OMM,5472745.202,2459,0.119525488,654132.5401
IUSDC,4052750.474,2173,1.038565098,4209045.193
IWIN,3633.6921,1861,,
GBET,1216473.017,1769,0.121046135,147249.3567
USDS,2344839.002,1683,0.993659637,2329971.871
METX,9111880.245,1434,0.001411758,12863.76928
CFT,5467530.212,658,0.053649698,293331.3447
oICX,4194799.047,652,0.8176185,3429745.304
dIUSDC,981267.0747,301,1.038565098,1019109.736
obnUSD,1815287.715,229,1.024855166,1860406.993
dbnUSD,995584.8422,203,1.024855166,1020330.269
dUSDS,590523.9186,170,0.993659637,586779.7824
oIUSDC,542814.5918,157,1.038565098,563748.2897
finICX,2054787.33,150,0.8176185,1680032.134
oUSDS,523605.8145,140,0.993659637,520285.9633
IUSDT,65639.23589,103,0.986027954,64722.12144
oOMM,61799.70962,73,0.119525488,7386.640441
TAP,2358249.105,57,0.002548992,6011.159249
LDX,37225.4,41,,
UP,11.45614805,37,2.144142423,24.56361305
oBALN,6389.774928,24,0.946167133,6045.795027
IAM,230.2831245,17,,
dBALN,683.9573555,15,0.946167133,647.1379704
HGC,20500,3,,
ICX,,,0.76096139,
