IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,861.0,17358.554085310312,45221.458819126994,1504.0,0.027219568744210113,1230.9086070406938
bnUSD,9822.0,1345167.1435466895,100238.21393527606,933.0,1.01274372714976,101515.62238364648
sICX,12033.0,1170696.8209933222,4467343.7975409925,821.0,0.2888645872216954,1290457.4220540798
GBET,2830.0,15602.045049204176,710051.8769054647,545.0,0.007614545178499671,5406.722095775148
$unknown,,,42492.445387758366,478.0,,
BST,216.0,3.9955108398316788,521.8363940339646,402.0,1.2192783850959668,636.2638358020349
CFT,19070.0,79320.20403198231,2232787.6365758153,146.0,0.005826992871502004,13010.437641905082
CODE,242.0,13.217935560814192,2068058.4836121867,145.0,5.065828991840224e-06,10.476430623103747
BALN,16372.0,570429.0946826392,104328.60516675135,127.0,0.11301439870349027,11790.634580494252
FIN,2253.0,18380.613312973637,16697.951146613206,95.0,0.10173301602197342,1698.7329315325308
OMM,13882.0,83554.18728080514,730924.1586239822,73.0,0.0038697363935900515,2828.4838175814116
CROWN,1140.0,19710.28814404882,301463.9340703857,57.0,0.009067687468811585,2733.580737268678
BTCB,128.0,238874.58973753825,0.08168981366006037,50.0,27111.25718994784,2214.7135479368108
IUSDC,5579.0,147938.62523094553,13395.399863999999,37.0,1.0248242567770265,13727.930709854882
USDS,5426.0,35460.690809549546,26.361033911359364,32.0,1.02497952665386,27.01952006057147
ETH,105.0,30539.59233591067,0.35028544602261047,12.0,1870.176340318584,655.0955535094286
VOID,151.0,669.7438946671639,2170.609350597995,9.0,0.009976247357357847,21.654535797759483
XCROWN,1140.0,19710.28814404882,94591.36459252783,9.0,0.009067687468811585,857.7249313734524
IUSDT,3479.0,9435.22303492327,982.2153350000001,7.0,1.0092215597542504,991.2728924032436
IDOGE,1733.0,58.264473272869296,878420.0,4.0,1.5975068399931052e-07,0.14032819583867434
CLAW,533.0,1240.8223441459554,2672127.0,3.0,3.474404436055101e-05,92.84049902502609
NPT,464.0,1.0444361044516945,0.0,3.0,0.000201711572928826,0.0
finMICX,12033.0,1170696.8209933222,447.3596087624196,2.0,0.2888645872216954,129.2263487248155
oICX,12033.0,1170696.8209933222,7324.99178977018,2.0,0.2888645872216954,2115.930729754271
oIUSDC,5579.0,147938.62523094553,4.081461,2.0,1.0248242567770265,4.182780235889419
oUSDS,5426.0,35460.690809549546,1.5799663973280462,2.0,1.02497952665386,1.6194332100623052
ICX,,,,,0.2431,
