week,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2020-45,hxb0d886f01ca2697ce9961232a754bb3923142128,16002.11170000001,100,10,88.7016,255.08670000000006,157.7947,160.02111700000012,0.55431%,1.59408%,0.98609%,1.00000%
2020-45,hx6bbfa9feb27746616afecef44b78dcf97566dd24,1683.9256000000014,100,10,16.49059999999986,51.35160000000001,16.4906,16.839256000000013,0.97930%,3.04952%,0.97930%,1.00000%
2020-45,hx1b4e0df6efc52a2b567f6b254353e14c7a2b479f,54416.55360000001,47,4,343.533,8685.4724,455.13250000000016,1157.7990127659575,0.63130%,15.96109%,0.83639%,2.12766%
2020-45,hx14c5d80083258bca5146f7c1eecb780ad0c0f930,230.97999999999988,42,4,4.6195,9.2392,4.6196,5.499523809523806,1.99996%,4.00000%,2.00000%,2.38095%
2020-45,hxd7d52c9ad84b08757a1d9a95234d6a62849f103a,2210.8405999999995,42,4,19.9258,131.6602,44.2792,52.639061904761896,0.90128%,5.95521%,2.00282%,2.38095%
2020-45,hxba3617fb2bad1d6f14dfce39872c3c7bd271160a,417.04298386793124,36,3,4.084876462455258,35.77187853494807,10.853191316846669,11.584527329664757,0.97949%,8.57750%,2.60242%,2.77778%
2020-45,hxa16dc10855a6a7d1c455d324f9c7776ae1290133,244413.65509999997,34,3,2325.0738,10793.346599999999,7425.4996,7188.636914705881,0.95129%,4.41602%,3.03809%,2.94118%
2020-45,hxd2b801100a49fb8cdca2df399e14f06b96acafa8,6029.3573,31,3,60.3395,809.1919,120.6791,194.49539677419355,1.00076%,13.42086%,2.00153%,3.22581%
2020-45,hx4238c8c7ff1d53d4f91c9b5460d1ac037f642da4,49231.3295,28,2,431.70700000000016,5166.289400000001,1666.5264000000002,1758.2617678571428,0.87689%,10.49391%,3.38509%,3.57143%
2020-45,hx463b1ee3016d7244516413acc69de2f1cdb268fd,8031.990400000001,26,2,0.0,1045.437,160.4812,276.9651862068966,0.00000%,13.01591%,1.99803%,3.44828%
2020-45,hx64adf776e53d0f30d2c4e90461a043fcc58c04bf,1036.7643,26,2,20.7352,82.9412,41.47055,39.875550000000004,1.99999%,8.00001%,4.00000%,3.84615%
2020-45,hx7301714168f31c464fd766bad237b9a99c14824c,2599.8600000000006,25,2,103.9943,103.9945,103.9944,103.99440000000003,4.00000%,4.00000%,4.00000%,4.00000%
2020-45,hxf159b2029f3d6e8823157033ada47b76e8903a4f,619.4294182716101,25,2,1.371961950484824,64.93149732357978,20.76282793422435,24.777176730864404,0.22149%,10.48247%,3.35193%,4.00000%
2020-45,hxcaf3a1285478520ad520d34d470aed54d49c4774,23193.909499999998,24,2,301.7483,3567.7801,845.68175,966.4128958333332,1.30098%,15.38240%,3.64614%,4.16667%
2020-45,hxee4ed659a48922c4f5dbe97ab3fcdc35a7010924,9990.813799999998,23,2,196.18959999999998,810.0657,392.2957,434.3832086956521,1.96370%,8.10811%,3.92656%,4.34783%
2020-45,hx6aee4d81a36e730ef217616542ed7c654829ead2,2999.0093,23,2,59.9801,180.2131,120.1421,130.39170869565217,2.00000%,6.00909%,4.00606%,4.34783%
2020-45,hx6f14ffadd92861068f841977cbff6264e9d5b065,344.81140000000005,23,2,1.0167,64.6715,5.1077,14.991800000000001,0.29486%,18.75562%,1.48130%,4.34783%
2020-45,hx4c9cc8daac26a7547d378fc9d1960bd9e3187870,478.04330000000004,23,2,6.2176,86.089,20.0,20.784491304347828,1.30064%,18.00862%,4.18372%,4.34783%
2020-45,hx171a92e51f8f199d509c61699897bdc93f265761,2529.044,23,2,50.5808,379.3566,75.8713,109.95843478260869,2.00000%,15.00000%,3.00000%,4.34783%
2020-45,hxb812766bc41d782edd84f7b8a36c97fcaf6bfd39,240.9819,23,2,1.107,29.8749,10.0,10.477473913043479,0.45937%,12.39716%,4.14969%,4.34783%
2020-45,hxb50bf047dfdce1e3b21ee7cde229a99a29e3569d,38009.177,22,2,745.6016,3807.4334,1864.0039,1727.6898636363637,1.96164%,10.01714%,4.90409%,4.54545%
2020-45,hx2e48a07fc66eb6de9cebb40d6fc3b6407174b92e,1017.9877,22,2,45.9877,49.0,46.0,46.27216818181818,4.51751%,4.81342%,4.51872%,4.54545%
