IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,881.0,16748.152372430886,105780.33683761164,1786.0,0.021906602145427216,2317.2877539108367
bnUSD,9865.0,694479.5127209859,113637.22154208613,1493.0,1.0059575405290349,114314.21989503002
sICX,12080.0,676194.3630100563,446772.9866031957,1373.0,0.2791501631977769,124716.75212264029
$unknown,,,11324.147874044816,623.0,,
CFT,19183.0,63693.64976475205,6155987.574570044,598.0,0.005264202666321127,32406.36620389135
CROWN,1195.0,20950.324018555253,175105.7026830992,409.0,0.00961686295446052,1683.9675452478746
GBET,2853.0,11499.257051512537,122774.08052496111,292.0,0.004949880885576529,607.7170744347386
BST,283.0,3.5904601132729783,569.1678494441933,270.0,0.9691213492974137,551.5927142300637
BALN,16385.0,299441.5766290354,67518.91992248436,176.0,0.08775974994213954,5925.443528760571
CODE,244.0,16.495035563343347,556288.9601433048,127.0,8.138215428776176e-06,4.527199398296098
ETH,118.0,7465.076293478236,7.368886340157626,101.0,1864.3253594445766,13738.001674820598
BTCB,144.0,38589.47759278911,0.4941968394319868,99.0,30309.83364490061,14979.023991019178
OMM,13889.0,22238.833807380215,725419.904691973,83.0,0.0029890099925832096,2168.287343943067
FIN,2259.0,18649.506582424852,3820.8525895813546,49.0,0.09987526001555416,381.60864586554123
USDS,5432.0,10994.785419727514,850.4567454272442,45.0,0.9364590388913375,796.417906441452
IUSDC,5584.0,62360.95377932036,545.321655,36.0,1.00809780525572,549.7375635639169
XCROWN,1195.0,20950.324018555253,7310.628378536611,11.0,0.00961686295446052,70.30531122737652
oICX,12080.0,676194.3630100563,3581.751403192361,8.0,0.2791501631977769,999.8464887350141
dICX,12080.0,676194.3630100563,1187.4045484741284,6.0,0.2791501631977769,331.4641734883356
METX,11416.0,1040.9325518796977,587599.177601371,6.0,4.867590174445284e-05,28.601919834045628
CLAW,536.0,1318.348500809677,1997190.23178105,4.0,4.0542880301742775e-05,80.97184450690902
VOID,154.0,756.1019434560944,953.9411827493136,3.0,0.01478866500576064,14.10751658687869
finMICX,12080.0,676194.3630100563,28.47498345053332,1.0,0.2791501631977769,7.948796277270373
IDOGE,1745.0,49.34775985747265,33540.0,1.0,1.1629525755895793e-07,0.003900542938527449
ICX,,,,,0.2327,
