date,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2021-01-26,hx67b63aeec61162dd93a0906e1900bdcdcd9c0cba,5852.0058,100,10,1.0,5753.0058,1.0,58.520058,0.01709%,98.30827%,0.01709%,1.00000%
2021-01-26,hx18c7901c5df492dc4e57c9b4952f4d3cbce66206,284.3583360033358,100,10,1.5792000000000002,13.659154391859298,2.714,2.843583360033358,0.55536%,4.80350%,0.95443%,1.00000%
2021-01-26,hx1b4e0df6efc52a2b567f6b254353e14c7a2b479f,55791.45480274259,100,10,27.791700106363802,3912.2277077999365,409.6999113671302,557.9145480274259,0.04981%,7.01223%,0.73434%,1.00000%
2021-01-26,hx34d02bb86519113b653ef5ed3a68de9cfff0f2ab,100.0,100,10,0.9999,1.0001,1.0,1.0,0.99990%,1.00010%,1.00000%,1.00000%
2021-01-26,hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,15.149799999999981,100,10,0.0001,10.0,0.0001,0.1514979999999998,0.00066%,66.00747%,0.00066%,1.00000%
2021-01-26,hx10d24cae4bcc94bb8e8249c94dc23a0375958c0d,99.24688299999994,100,10,0.18525511643614406,49.54521399974908,0.30162596683107534,0.9924688299999994,0.18666%,49.92118%,0.30391%,1.00000%
2021-01-26,hxb0d886f01ca2697ce9961232a754bb3923142128,16794.19490000001,100,10,152.59349999999998,636.4141999999999,157.7947,167.9419490000001,0.90861%,3.78949%,0.93958%,1.00000%
2021-01-26,hxa16dc10855a6a7d1c455d324f9c7776ae1290133,247020.89319999993,100,10,1000.0,3363.7383999999993,2475.7726,2470.2089319999995,0.40482%,1.36172%,1.00225%,1.00000%
2021-01-26,hx5ca7bf0204fe5a074ee9fc8eef5f1379f4ba2ca5,54999.99999999997,99,9,45.7341,31478.2895,118.08200000000001,555.5555555555553,0.08315%,57.23325%,0.21469%,1.01010%
2021-01-26,hx777121c84a5f7feba1d6faa6ed339c6a27a358c7,4405.661999999999,99,9,0.0,2274.9497999999994,1.0,44.056619999999995,0.00000%,51.63696%,0.02270%,1.00000%
2021-01-26,hxcae499fb97b89d4840b2e31b8fbcb6229c8a4fcc,74516.27123026291,99,9,0.0,73419.79053509819,1.0383796402651133,745.1627123026291,0.00000%,98.52854%,0.00139%,1.00000%
2021-01-26,hxfba1d468956f06d3bd09b05762c374a88f8b4d5c,5031.407500000001,99,9,0.0,4933.4075,1.0,39.003158914728694,0.00000%,98.05223%,0.01988%,0.77519%
2021-01-26,hx14c5d80083258bca5146f7c1eecb780ad0c0f930,1656.6177,96,9,1.0,400.0,5.0,17.256434375,0.06036%,24.14558%,0.30182%,1.04167%
