IRC Token,Amount,No. of Transactions
bnUSD,4673559.981879926,6871
sICX,5064912.241941228,6776
BALN,547433.0461911025,3327
OMM,1826396.130312032,3134
METX,10163849.186427763,2441
IUSDC,2148862.945841,1877
USDS,806176.5285138882,1844
CFT,491826.0801559674,524
IUSDT,2135.543298,384
obnUSD,764886.4492001191,241
oIUSDC,663391.194236,239
GBET,75424.0,223
oICX,443780.5063309023,192
dbnUSD,213491.72937102674,109
oUSDS,229730.24029285798,107
dIUSDC,563801.607443,61
dUSDS,146588.16139053856,60
UP,2.813001378021674,46
TAP,59108326.52539201,44
LDX,8062.5,6
ACT,400.0,4
ICXIOU,4415.6059000000005,2
IAM,38.3048450992862,1
HGC,500.0,1
uMETX,103.89237580762732,1
