IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,29334.69456541072,1531.0,0.010102170752884278,296.34409348348555
sICX,1674972.36220598,1059.0,0.19470896106719002,326132.12846138346
bnUSD,144351.26528150094,818.0,1.024376369612209,147870.02507799285
GBET,336185.1577587848,729.0,0.006866905801698354,2308.5518102586757
BALN,352840.2409101568,369.0,0.11825105834338005,41723.73191375923
OMM,1637671.7079013914,303.0,0.010173366693965583,16660.63480881375
$unknown,21068.675226949574,191.0,,
CFT,1057767.8097111236,183.0,0.004501966970910725,4762.035742212059
CODE,702910.1608323285,172.0,,
IUSDC,91717.37146,165.0,1.0231250498666093,93838.34024864683
FIN,11688.430213860735,127.0,0.09160930348173528,1070.768950686652
USDS,8797.70663731896,72.0,1.00627233575467,8852.888807219311
oICX,481822.54328946007,52.0,0.19470896106719002,93815.16682264196
CROWN,466982.3567629681,47.0,,
obnUSD,10789.821649013456,27.0,1.024376369612209,11052.838329579623
METX,478735.5767545138,17.0,6.7866713186357e-05,32.49021007970378
dICX,105012.4415321524,17.0,0.19470896106719002,20446.86338985443
oIUSDC,15941.625423,16.0,1.0231250498666093,16310.276305861682
NPT,1099.86825,13.0,,
TAP,38224.91047553789,13.0,0.0005957750511656098,22.77344799436444
oOMM,22134.545726624285,11.0,0.010173366693965583,225.1828502812977
VOID,8559.339756796324,10.0,,
XCROWN,144683.8069917469,10.0,,
oUSDS,3029.768477562927,9.0,1.00627233575467,3048.7722027131167
ICZ,164.3,8.0,,
IUSDT,33.447939,7.0,1.0259383522179912,34.31552342274788
UP,0.17660061359858548,6.0,0.5050801870236588,0.08919747094486645
dIUSDC,1189.804738,6.0,1.0231250498666093,1217.3190318977781
IDOGE,41440.0,2.0,,
oBALN,150.28051138419804,2.0,0.11825105834338005,17.77082951956579
dOMM,7096.85,2.0,0.010173366693965583,72.19885742206965
IAM,31.789780637342414,2.0,0.010975903187061724,0.3489215546133997
BNB,0.1,2.0,1.024376369612209,0.10243763696122091
finMICX,0.09997065516338512,1.0,0.19470896106719002,0.019465182404069033
BTCB,0.000125,1.0,,
ICX,,,0.17001278,
