address,block_id,datetime,rewards
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,19548426,2020-06-01 16:08:22,858.023672024334786772
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,18570074,2020-05-09 19:13:02,368.225123410395636773
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,18222718,2020-05-01 16:07:18,1425.419501011689726724
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,16906189,2020-03-31 20:56:17,367.485107981130933324
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,16552051,2020-03-23 13:36:35,736.609157841909816474
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,15952179,2020-03-09 12:59:51,377.958597766884899636
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,15654791,2020-03-02 14:17:32,324.293353426247939774
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,15278314,2020-02-22 19:07:06,390.842504073875968755
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,14891724,2020-02-13 17:52:17,287.35555843716719914
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,14631216,2020-02-07 15:50:43,261.39952462186183951
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,14500101,2020-02-04 14:22:46,267.621047952315077659
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,14290527,2020-01-30 17:02:19,653.852416420735420573
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,13901937,2020-01-21 15:15:04,342.593020524119976089
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,13728631,2020-01-17 14:09:31,347.458493862124665616
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,13570331,2020-01-13 21:26:25,75.554152839980431732
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,13518490,2020-01-12 16:25:24,72.707899007575083723
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,13476622,2020-01-11 16:59:11,86.217473295882037202
hx2571420b7d3977611cea1d1646579aeef2fb6dfa,13386124,2020-01-09 14:05:14,78.255343459566897894
