address,block_id,datetime,rewards
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,20243014,2020-06-17 22:17:37,7174.393231083192124154
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,19561924,2020-06-01 23:42:16,6645.783189155579800017
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,19214156,2020-05-24 20:23:31,880.172522468125935034
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,19192419,2020-05-24 08:11:56,10824.553761644002418788
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,18529180,2020-05-08 20:18:03,4856.206910329611077668
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,18229493,2020-05-01 19:55:03,7793.785251725227893553
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,17770253,2020-04-21 01:48:46,6813.793546515362296466
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,17345473,2020-04-11 03:11:46,6184.607564001713477848
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,16955121,2020-04-02 00:21:37,8308.06721895164477685
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,16406331,2020-03-20 03:53:11,5840.042678013805848815
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,16094372,2020-03-12 20:46:44,6988.824175619518039324
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,15628614,2020-03-01 23:37:31,7089.865899705495170507
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,15424694,2020-02-26 05:14:05,1613.415749950212870893
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,15365498,2020-02-24 20:04:01,3232.378559981898313946
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,15278155,2020-02-22 19:01:45,4971.089640781153659953
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,15191380,2020-02-20 17:52:37,10064.940991046977869502
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14897600,2020-02-13 21:09:37,1678.812122350411119559
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14846809,2020-02-12 16:43:49,1678.421448137621685715
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14825755,2020-02-12 04:56:05,3354.581152460209731291
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14739088,2020-02-10 04:19:22,3389.550987135752772397
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14635863,2020-02-07 18:27:53,3400.806425203994075215
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14546964,2020-02-05 16:37:55,1708.468978512073357945
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14501658,2020-02-04 15:15:06,1744.174567571589534808
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14459305,2020-02-03 15:31:33,1744.142185441124367263
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14418881,2020-02-02 16:54:08,1786.526417685103051812
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14376343,2020-02-01 17:05:43,3577.498276178844134321
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14291735,2020-01-30 17:42:55,3555.562740730241885219
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14211391,2020-01-28 20:34:13,1777.404065810533638279
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14160889,2020-01-27 16:16:57,1778.296668491039272854
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14118604,2020-01-26 16:36:40,1765.373679095412376185
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14090441,2020-01-26 00:50:39,1768.349196486449809726
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,14043551,2020-01-24 22:35:20,5363.129384769785799378
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13918949,2020-01-22 00:47:08,1715.121028972055546566
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13863543,2020-01-20 17:45:15,1689.971992077993387907
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13821844,2020-01-19 18:23:14,3370.336221660544221833
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13738039,2020-01-17 19:25:26,1687.365602212924068984
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13692964,2020-01-16 18:10:42,3395.190104139086674985
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13626751,2020-01-15 05:06:50,3390.705670219517122555
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13523847,2020-01-12 19:25:16,3427.921462039477700087
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13436911,2020-01-10 18:45:24,3355.011140862763016458
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13365755,2020-01-09 02:40:39,1669.982299584421769497
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13320183,2020-01-08 01:08:51,1663.579950391851233682
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13263943,2020-01-06 17:38:07,1665.982991283728370968
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13232999,2020-01-06 00:17:06,1665.307013728724483269
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13178844,2020-01-04 17:55:55,3281.406016866829360742
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13092699,2020-01-02 17:42:10,3211.556974099744303231
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,13009566,2019-12-31 19:08:46,1607.256415092094522172
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,12983082,2019-12-31 04:15:40,1639.97488662247912037
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,12894642,2019-12-29 02:43:59,12135.793525385796799398
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,12257133,2019-12-14 05:32:42,66497.440093863513338626
