address,block_id,datetime,rewards
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,19406726,2020-05-29 08:26:46,1924.73695082722802667
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,19363391,2020-05-28 08:07:37,1924.868083320985649844
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,19320093,2020-05-27 07:48:43,1932.604148141463759296
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,19280338,2020-05-26 09:31:24,1926.973675187116348848
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,19231513,2020-05-25 06:07:15,1913.924577726860573834
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,19190230,2020-05-24 06:58:15,1942.703876740542146841
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,19147224,2020-05-23 06:50:50,2049.867057635617557907
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,19102657,2020-05-22 05:51:09,2050.433321656695761112
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,19063471,2020-05-21 07:49:03,2104.108924102585382647
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,19021731,2020-05-20 08:24:42,2096.252179736933905324
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18975545,2020-05-19 06:29:54,2098.254856256957007283
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18931388,2020-05-18 05:44:12,2085.925435857022261735
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18894174,2020-05-17 08:52:20,1847.476956025259882581
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18847583,2020-05-16 06:45:32,1849.084878460768920682
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18807280,2020-05-15 08:06:46,1860.083322564048707421
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18761350,2020-05-14 06:22:19,1860.680445558100731151
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18718251,2020-05-13 06:13:10,1910.581638116555531945
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18674448,2020-05-12 05:41:20,1947.922623168047462962
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18631972,2020-05-11 05:53:23,1975.214975466647803841
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18593676,2020-05-10 08:26:24,2053.096712035812450047
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18550045,2020-05-09 07:59:47,2025.47487042546477646
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18507389,2020-05-08 08:05:13,2049.089936943098795698
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18462117,2020-05-07 06:38:44,2053.766245627569744064
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18419795,2020-05-06 06:44:42,2042.889518281579611222
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18377712,2020-05-05 07:02:21,0
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18377712,2020-05-05 07:01:50,2059.931026743066080464
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18332237,2020-05-04 05:31:58,2062.678133708351846238
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,18254358,2020-05-02 09:50:51,2059.641908719195552953
