address,block_id,datetime,rewards
hxf6672e670d2b5816061da22231f3a90f0b5955b5,19381283,2020-05-28 18:10:43,363.89056435266326808
hxf6672e670d2b5816061da22231f3a90f0b5955b5,19287374,2020-05-26 13:28:16,241.696139650319928128
hxf6672e670d2b5816061da22231f3a90f0b5955b5,19180442,2020-05-24 01:28:56,121.960321920199488465
hxf6672e670d2b5816061da22231f3a90f0b5955b5,19122630,2020-05-22 17:03:28,124.506567862585113823
hxf6672e670d2b5816061da22231f3a90f0b5955b5,19081310,2020-05-21 17:52:20,133.484789939507895762
hxf6672e670d2b5816061da22231f3a90f0b5955b5,19058920,2020-05-21 05:15:56,152.844117514677490303
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18989799,2020-05-19 14:30:47,151.877308220663189127
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18946421,2020-05-18 14:10:10,151.70894764925673028
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18927786,2020-05-18 03:43:03,369.864457376794793149
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18825428,2020-05-15 18:17:15,195.20052633233187679
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18782111,2020-05-14 18:00:19,196.438377765786813499
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18744981,2020-05-13 21:11:38,196.473956181872375122
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18691129,2020-05-12 15:01:46,201.439156287598692629
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18652728,2020-05-11 17:30:58,205.178193649946875048
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18608493,2020-05-10 16:44:24,204.493355004692873906
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18562041,2020-05-09 14:42:59,211.698461763928436643
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18519942,2020-05-08 15:07:13,210.94634819658403506
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18479486,2020-05-07 16:27:14,211.251283524224893199
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18441818,2020-05-06 19:07:06,193.7083041063250525
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18396070,2020-05-05 17:25:17,193.245624786082689798
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18353693,2020-05-04 17:34:03,194.54526707301592832
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18305220,2020-05-03 14:23:27,194.332614438662103822
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18264487,2020-05-02 15:31:24,194.119117731330889215
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18217299,2020-05-01 13:03:32,195.384620138668825566
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18202570,2020-05-01 04:48:26,193.837384388735409444
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18135697,2020-04-29 15:14:41,193.555076504761535925
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18098067,2020-04-28 18:06:43,384.847303618344834746
hxf6672e670d2b5816061da22231f3a90f0b5955b5,18004235,2020-04-26 13:19:04,204.779145366868415003
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17968793,2020-04-25 17:27:56,161.180010650432854944
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17915766,2020-04-24 11:38:29,158.415039202298676261
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17880608,2020-04-23 15:56:15,170.569610402674503863
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17837983,2020-04-22 16:03:32,233.152776254552770139
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17794127,2020-04-21 15:25:41,202.460404092009847745
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17751412,2020-04-20 15:13:38,243.140905379689718591
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17709977,2020-04-19 15:49:12,221.699600138592147697
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17678806,2020-04-18 22:16:32,223.950913392137855712
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17619462,2020-04-17 12:55:09,216.064754909871520221
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17578046,2020-04-16 13:36:46,194.119415493390769124
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17538779,2020-04-15 15:30:34,175.899450492909053367
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17493951,2020-04-14 14:20:53,169.625023853281817784
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17456855,2020-04-13 17:34:13,168.326989977084413892
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17409662,2020-04-12 15:08:28,155.072249335983466399
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17349025,2020-04-11 05:11:06,136.928253762646731161
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17329571,2020-04-10 18:17:31,136.563484582802298632
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17280288,2020-04-09 14:41:01,134.358630066669382189
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17242302,2020-04-08 17:23:37,134.240786014792600095
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17203354,2020-04-07 19:26:35,268.30011063002394133
hxf6672e670d2b5816061da22231f3a90f0b5955b5,17112873,2020-04-05 16:44:50,266.441881246427291986
