IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,1372709.4324566005,2106.0,0.2532290599774859,347609.9192032131
bnUSD,356812.0258697651,1578.0,1.0030627180318472,357904.8404953763
FRMD,20146.092063251795,906.0,0.01379369516561251,277.88905269886084
METX,6796627.359820078,749.0,9.9571115619655e-05,676.7477686683555
GBET,108538.47070354047,650.0,0.00855426308986966,928.4666337701957
BALN,1224140.7279947684,559.0,0.13534871708766352,165685.8770688504
OMM,2440112.891740755,355.0,0.01260766708325936,30764.13098463673
CFT,503444.44931961637,184.0,0.005759773294037215,2899.7258942223984
CODE,830533.9630131399,173.0,,
IUSDC,21573.957533,126.0,1.0005233809710796,21585.248931843653
USDS,44593.28662161621,86.0,1.0031842342654171,44735.28209288433
FIN,10369.058333764144,82.0,0.1685936600966652,1748.1574962451257
bKarma,1851.0,71.0,0.006345141902825364,11.74485766212975
IAM,12494.12608439022,44.0,0.006345141902825364,79.27700295724777
oICX,60048.39075783616,40.0,0.2532290599774859,15205.997544767604
CROWN,50811.93838390882,37.0,,
ICZ,188568.2856331728,31.0,,
obnUSD,33324.0745313663,15.0,1.0030627180318472,33426.13677532814
oOMM,26527.47,13.0,0.01260766708325936,334.4495103211502
TAP,389059.42287665926,12.0,0.00077805644034461,302.71018964594185
oUSDS,12699.440285065888,12.0,1.0031842342654171,12739.878277973214
UP,0.4227498079008593,10.0,0.6596128717296346,0.27885121481263714
oBALN,32738.643836287913,9.0,0.13534871708766352,4431.133442431512
XCROWN,5499.513859008243,8.0,,
VOID,1687.582242386159,7.0,,
IUSDT,0.16225799999999999,6.0,1.009278255259286,0.1637634711418612
CLAW,1004030.1479792885,5.0,,
dIUSDC,59.698043,5.0,1.0005233809710796,59.729287819716895
dbnUSD,457.04680445543664,4.0,1.0030627180318472,458.4466099448405
oIUSDC,6539.118029,4.0,1.0005233809710796,6542.540478944023
IDOGE,16190.0,3.0,,
finUSDS,391.4717821466233,2.0,0.1685936600966652,65.99966057666359
finOMM,398.7681094648585,2.0,0.01260766708325936,5.027535567553662
finICX,3611.9751178884035,2.0,0.2532290599774859,914.6570637649493
dICX,172.30234487667906,2.0,0.2532290599774859,43.63196082503802
dBALN,221.77,1.0,0.13534871708766352,30.01628498853114
FinICX,2999.635319063843,1.0,0.1685936600966652,505.7194973962014
ICX,,,0.222029335,
