IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
CROWN,1276.0,7631.762977188606,152837.65132911692,2022.0,0.0018859232549887184,288.240080879439
BST,400.0,1057.1464482303877,326.1132335112555,690.0,1.0929675316424703,356.43117586674146
FRMD,957.0,14162.642568239728,24632.839593829285,523.0,0.007571887478145815,186.5170896716904
bnUSD,9973.0,731419.4047508015,37763.28017103473,469.0,0.9598237337386887,36246.092571982736
sICX,12148.0,716753.3406692109,224818.98038187085,404.0,0.2648380191187255,59540.61342462629
$unknown,,,527.7466151433639,210.0,,
BALN,16492.0,243560.01959709282,153111.59257179368,116.0,0.11940876399568165,18282.866022408274
CODE,255.0,1.0003078589064283,554869.1225088008,113.0,6.834416259755941e-06,3.7922065529106597
GBET,2910.0,6137.432207318762,82269.0,96.0,0.002178613217164395,179.2323307628976
FIN,2272.0,7437.336348491072,1288.6914780015748,63.0,0.041153986452729385,53.03479162742462
USDS,5454.0,5759.449590069951,1290.4384904464812,55.0,1.0465917570638785,1350.5622870992418
CFT,19433.0,47204.27663084824,457395.0642369434,44.0,0.00358847160147382,1641.3491986685651
OMM,13907.0,16212.817650142133,361827.61798839935,42.0,0.003111941034748504,1125.9862119234058
BTCB,160.0,10423.55583440374,0.0779775497614536,39.0,43191.11848054232,3367.937590569327
IUSDC,5610.0,17027.086141774147,331.82827399999996,29.0,0.3348693677766603,111.1191243248004
ETH,158.0,2538.700965799576,1.1956047524318438,23.0,2254.3107308304316,2695.264623238967
finMICX,12148.0,716753.3406692109,237872.657463858,12.0,0.2648380191187255,62997.723405235265
TAP,9236.0,7.772102800183291,225870.3027449302,9.0,0.0003255412645317503,73.53010397575385
sARCH,82.0,53386.08438431397,28049.09712390938,8.0,0.17656092002915708,4952.374394184624
VOID,159.0,464.7130123138988,910.3676239023575,7.0,0.018394432011082113,16.745695362962287
IDOGE,1770.0,74.8011323872693,2128780.0556539902,6.0,2.772999074882669e-07,0.5903105124957192
dUSDS,5454.0,5759.449590069951,386.4082285235606,4.0,1.0465917570638785,404.41166683441395
IAM,4067.0,10.412609084140474,88.26504562691699,4.0,0.014185847618766656,1.2521144873269305
METX,11420.0,903.6479231182491,306705.08950114145,3.0,4.367778467780196e-05,13.396198858816835
XCROWN,1276.0,7631.762977188606,1720.4471625873564,2.0,0.0018859232549887184,3.244631312902852
oIUSDC,5610.0,17027.086141774147,1.440734,2.0,0.3348693677766603,0.4824576837143389
oOMM,13907.0,16212.817650142133,19084.386362610694,2.0,0.003111941034748504,59.38948504480296
oUSDS,5454.0,5759.449590069951,0.7368845004576344,2.0,1.0465917570638785,0.771217244087094
NPT,466.0,0.6061327553795566,0.0,1.0,7.40799361836566e-05,0.0
ICX,,,,,0.21321468,
