IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,40870274.21,66513,1.030456674,42115046.82
sICX,61369511.15,33990,0.730791012,44848287.17
BALN,3888250.744,7366,0.847712245,3296117.768
IUSDC,6204678.475,3436,1.012793726,6284059.433
OMM,8692116.631,2935,0.112516495,978006.4954
USDS,2088738.551,2200,1.00317471,2095369.691
GBET,2523360.955,2075,0.085991186,216986.8012
FIN,39640.04948,1771,12.7762,506449.2001
METX,13630923.48,1654,0.001492184,20339.84265
oICX,2870174.971,634,0.730791012,2097498.072
CFT,3801245.056,531,0.0553822,210521.314
finICX,879622.1975,349,0.730791012,642819.996
oIUSDC,1223386.565,313,1.012793726,1239038.238
dIUSDC,513180.9083,288,1.012793726,519746.4044
obnUSD,1127793.331,267,1.030456674,1162142.165
dbnUSD,342114.249,257,1.030456674,352533.911
oUSDS,426729.142,148,1.00317471,428083.8834
dUSDS,281202.7344,147,1.00317471,282095.4716
IUSDT,84492.92607,113,0.9447709,79826.45783
oOMM,258298.5995,84,0.112516495,29062.85302
TAP,945725.2647,61,0.002245612,2123.731827
UP,13.08641731,43,1.916019481,25.0738305
LDX,10131.64851,37,,
IAM,360.3122205,33,,
oBALN,17184.10322,19,0.847712245,14567.17472
dBALN,651.4650079,6,0.847712245,552.2548645
HGC,10000,1,,
ICX,,,0.68,
