IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,63894.79672469721,1454.0,0.01863695975894922,1190.8047553644224
sICX,462922.45155806636,1241.0,0.268721606023533,124397.26464703475
bnUSD,103924.05544057465,780.0,0.9948311771224005,103386.8904052805
METX,2091974.6157787465,763.0,8.9839259989911e-05,187.94145139924098
GBET,122576.23915257999,654.0,0.00970811830108709,1189.9846305955896
OMM,1052460.5038263535,436.0,0.014268032565911241,15016.540742929765
BALN,143129.92180464033,411.0,0.1546981752906113,22141.937732665738
CODE,1283283.8764007387,231.0,,
FIN,13970.771118232358,203.0,0.2219207117916128,3100.4034708358313
CFT,2799791.8072312935,195.0,0.006802588277131992,19045.83092628179
$unknown,7348.2540399738255,183.0,,
CROWN,368502.06265145727,136.0,,
NPT,0.0,121.0,,
IUSDC,4462.85733,109.0,0.9962914246224039,4446.306487192238
USDS,5187.911584892068,108.0,1.0010136729058765,5193.170430303756
XCROWN,170374.18044795733,34.0,,
oICX,2186.766215420909,30.0,0.268721606023533,587.6313294059098
obnUSD,1841.0087010321279,12.0,0.9948311771224005,1831.4928531403734
FinICX,46094.036992214285,10.0,0.2219207117916128,10229.221498661125
oUSDS,542.5630744629381,10.0,1.0010136729058765,543.1130559512502
VOID,2352.2161411744987,10.0,,
CLAW,4232081.693763948,9.0,,
dIUSDC,104.232787,8.0,0.9962914246224039,103.84623185259359
oOMM,6463.55,8.0,0.014268032565911241,92.22214189139561
oIUSDC,13.110001,8.0,0.9962914246224039,13.061381573091142
IAM,1230.3040334885488,8.0,0.013444480619308306,16.54079873409363
UP,0.5343050187949976,7.0,0.7041586798653583,0.37623551668012095
IDOGE,86210404.535,5.0,,
oBALN,20.506252013340518,4.0,0.1546981752906113,3.1722797685132025
IUSDT,0.16921399999999998,3.0,0.9878512097558706,0.16715825460762987
VELT,24659563.93899284,3.0,,
dICX,1924.3769651318285,2.0,0.268721606023533,517.1216686649174
GORILA,38494.546992,2.0,0.013444480619308306,517.5391909829968
finIUSDC,1.627797,1.0,0.2219207117916128,0.3612418688922519
finUSDS,63.253981853929176,1.0,0.2219207117916128,14.037368676677723
ICX,,,0.2370237,
