IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,35459.61872967738,1524.0,0.01948186020143316,690.8193348876955
sICX,42156222.51153573,1500.0,0.2677241031817684,11286236.86543198
bnUSD,147211.11358384832,920.0,1.0057914080418087,148063.6732109014
METX,473608.157210638,747.0,9.6723073966722e-05,45.80883682112744
GBET,210221.0360160459,666.0,0.010156494638279206,2135.10882515047
OMM,3195985.082513691,561.0,0.015388093533985108,49180.11738294179
BALN,111766.98084447444,415.0,0.15855883131241855,17721.64186201734
CFT,9118185.884150088,394.0,0.008408365924558564,76669.0434820785
$unknown,5646.483947668611,279.0,,
CODE,778978.3551307999,191.0,,
FIN,12223.083375703538,159.0,0.23145572266938566,2829.102595971616
CROWN,438892.5521084297,152.0,,
USDS,11314.282796334986,134.0,1.0134964538767617,11466.98549224436
IUSDC,38539.603717,98.0,1.0038976336601293,38689.81697369542
NPT,1749.15,74.0,,
oICX,22095305.486085285,49.0,0.2677241031817684,5915445.845789391
XCROWN,91582.44171152107,27.0,,
obnUSD,2214.5644702953186,12.0,1.0057914080418087,2227.389916777691
oIUSDC,62.272255,11.0,1.0038976336601293,62.514969437180156
dIUSDC,115.90687199999999,10.0,1.0038976336601293,116.35863452574749
dbnUSD,96.65860599683853,10.0,1.0057914080418087,97.21839542491864
oOMM,21680.77,10.0,0.015388093533985108,333.6257166488183
VOID,3108.1170806804553,9.0,,
oBALN,579.6729082375716,7.0,0.15855883131241855,91.91225887362019
oUSDS,410.93861167191056,7.0,1.0134964538767617,416.484825690521
IUSDT,0.281962,6.0,1.0003955119620929,0.2820735193438556
IDOGE,22858722.094849084,6.0,,
CLAW,374824.79921948013,5.0,,
FinICX,14891.721590739162,4.0,0.23145572266938566,3446.774182575826
UP,0.042703956518716224,3.0,0.7025434360131916,0.030001384344016828
finICX,5721.77637217153,2.0,0.2677241031817684,1531.8574478462554
dICX,465.83842952588344,2.0,0.2677241031817684,124.71617577242058
TAP,25678.086459430062,2.0,0.0008286958433339152,21.279323513698586
CHIU,50000.0,2.0,,
finUSDS,0.029673198008654394,1.0,0.23145572266938566,0.006868031489004878
finIUSDC,0.059576,1.0,0.23145572266938566,0.013789206133751319
ICX,,,0.23648,
