IRC Token,Amount,No. of Transactions
IWIN,354954.9612000314,7483
BALN,683215.4431581441,4880
sICX,20168130.989730183,3004
bnUSD,3351791.8293376844,2769
IAM,19397.046880624042,1937
METX,433818.3605646047,856
PGT,3000.7398531877366,720
UP,10.45817165053377,204
ACT,4736.0,85
LDX,34210.5,76
TAP,1158210.6650881076,76
SEED,67.24910100000001,54
SSX,14265.330083706924,20
BALW,199.99999999999997,15
HGC,18000.0,3
