week,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2020-42,hx6bbfa9feb27746616afecef44b78dcf97566dd24,1678.0451000000014,100,10,16.49059999999986,45.471100000000014,16.4906,16.780451000000014,0.98273%,2.70977%,0.98273%,1.00000%
2020-42,hxb0d886f01ca2697ce9961232a754bb3923142128,16002.11170000001,100,10,88.7016,255.08670000000006,157.7947,160.02111700000012,0.55431%,1.59408%,0.98609%,1.00000%
2020-42,hx0f16f2e17ded0a63c9651643cdfdbb609ffda2a2,3021.9563000000007,100,10,9.5978,182.7063,20.24945,30.219563000000008,0.31760%,6.04596%,0.67008%,1.00000%
2020-42,hx1b4e0df6efc52a2b567f6b254353e14c7a2b479f,54092.30520000001,47,4,336.6967,8685.4724,441.5696,1150.900110638298,0.62245%,16.05676%,0.81633%,2.12766%
2020-42,hx463b1ee3016d7244516413acc69de2f1cdb268fd,7634.178399999998,45,4,128.7943,266.9233,160.544,169.64840888888884,1.68707%,3.49642%,2.10296%,2.22222%
2020-42,hxa16dc10855a6a7d1c455d324f9c7776ae1290133,242703.66779999994,34,3,2153.4006,10793.346599999999,7212.39985,7138.343170588233,0.88726%,4.44713%,2.97169%,2.94118%
2020-42,hxd2b801100a49fb8cdca2df399e14f06b96acafa8,6029.3573,31,3,60.3395,809.1919,120.6791,194.49539677419355,1.00076%,13.42086%,2.00153%,3.22581%
2020-42,hx4238c8c7ff1d53d4f91c9b5460d1ac037f642da4,48120.4254,28,2,114.05020000000013,5121.166,1666.5264000000002,1718.5866214285713,0.23701%,10.64240%,3.46324%,3.57143%
2020-42,hx7301714168f31c464fd766bad237b9a99c14824c,2599.8600000000006,25,2,103.9943,103.9945,103.9944,103.99440000000003,4.00000%,4.00000%,4.00000%,4.00000%
2020-42,hxf159b2029f3d6e8823157033ada47b76e8903a4f,619.4294182716101,25,2,1.371961950484824,64.93149732357978,20.76282793422435,24.777176730864404,0.22149%,10.48247%,3.35193%,4.00000%
2020-42,hx1ef3d6019d3f815e2cfb53dd52fa9a38975c9da0,687.0,24,2,28.249999999999993,37.24999999999999,28.25,28.625,4.11208%,5.42213%,4.11208%,4.16667%
2020-42,hxcaf3a1285478520ad520d34d470aed54d49c4774,23029.289399999998,24,2,216.9236,3567.7801,845.68175,959.5537249999999,0.94195%,15.49236%,3.67220%,4.16667%
2020-42,hxee4ed659a48922c4f5dbe97ab3fcdc35a7010924,9920.953699999998,23,2,196.18959999999998,810.0657,392.2957,431.3458130434782,1.97753%,8.16520%,3.95421%,4.34783%
2020-42,hx4c9cc8daac26a7547d378fc9d1960bd9e3187870,478.04330000000004,23,2,6.2176,86.089,20.0,20.784491304347828,1.30064%,18.00862%,4.18372%,4.34783%
2020-42,hx171a92e51f8f199d509c61699897bdc93f265761,2529.044,23,2,50.5808,379.3566,75.8713,109.95843478260869,2.00000%,15.00000%,3.00000%,4.34783%
2020-42,hxb50bf047dfdce1e3b21ee7cde229a99a29e3569d,37730.234300000004,22,2,745.6016,3807.4334,1864.0039,1715.0106500000002,1.97614%,10.09120%,4.94035%,4.54545%
2020-42,hxb812766bc41d782edd84f7b8a36c97fcaf6bfd39,239.8749,22,2,10.0,29.8749,10.0,10.903404545454546,4.16884%,12.45437%,4.16884%,4.54545%
2020-42,hx2e48a07fc66eb6de9cebb40d6fc3b6407174b92e,1017.9877,22,2,45.9877,49.0,46.0,46.27216818181818,4.51751%,4.81342%,4.51872%,4.54545%
2020-42,hx3c117f6c88806a9a37f5602ab884568d71138239,8664.3614,21,2,350.8427,524.2645000000001,350.8427,412.5886380952381,4.04926%,6.05082%,4.04926%,4.76190%
2020-42,hx624cc71bdd83371ed6ed32ba06c705e8d586244c,32288.460099999997,21,2,10.0,25314.1965,56.8865,1537.5457190476188,0.03097%,78.40014%,0.17618%,4.76190%
2020-42,hx9a50175b8990abf883182baf0a97bf28191d6435,25131.397399999998,21,2,503.3545999999999,2017.8633,1010.4797000000001,1196.7332095238094,2.00289%,8.02925%,4.02079%,4.76190%
2020-42,hx284251e89505004dc28771575fd2199281cd3b35,21406.773400000002,21,2,411.2316999999996,2998.8331,423.22450000000003,1019.370161904762,1.92104%,14.00880%,1.97706%,4.76190%
2020-42,hxac10537896b44850e68db5d5ef50d57af82953da,2734.9351,21,2,20.0,300.0,100.0,130.23500476190478,0.73128%,10.96918%,3.65639%,4.76190%
2020-42,hxe03b68f5e0fafd46eed4b9ab805a95734278a3bd,76114.67190000002,21,2,2159.0114000000003,7943.923800000002,3610.671,3624.5081857142864,2.83652%,10.43678%,4.74373%,4.76190%
2020-42,hx44f4a5faccae3e1a109e95c896c13ae234d4d145,2208.7821000000004,21,2,6.5012,551.8935,79.4095,105.18010000000001,0.29433%,24.98633%,3.59517%,4.76190%
2020-42,hx8e1c9e9a72d54632fb8769bbd9417d1af1be079b,9390.7482,21,2,216.99469999999963,875.5367,467.7259,447.1784857142857,2.31073%,9.32340%,4.98071%,4.76190%
2020-42,hx6df7bc87eb3a0a7c38ec7edca32d82a3595071d9,1257.3765000000003,20,2,26.7933,400.1392,44.6556,62.868825000000015,2.13089%,31.82334%,3.55149%,5.00000%
2020-42,hx7f02efbae58798bb1c5b42c16aa85fbbc4c8db41,10450.1901,20,2,500.0,950.1901000000001,500.0,522.509505,4.78460%,9.09256%,4.78460%,5.00000%
2020-42,hx6c4f4f44ae546e57eac829897ed94337fdad47af,3996.5734,20,2,50.0,500.0,100.0,199.82867000000002,1.25107%,12.51072%,2.50214%,5.00000%
2020-42,hx7fb6c93dc1f87902b23921b985f57988383846a5,2449.3342,20,2,99.4239,144.45319999999998,125.2365,122.46670999999999,4.05922%,5.89765%,5.11308%,5.00000%
2020-42,hx857353391e454d7fc60f4879224aade697602877,335.15999999999997,20,2,6.7032,23.4613,16.758,16.758,2.00000%,7.00003%,5.00000%,5.00000%
2020-42,hx6017e7e70f316db3dc5eeeb955fc9fe9713a4bb2,6606.609099999999,20,2,330.0,335.0,330.0,330.3304549999999,4.99500%,5.07068%,4.99500%,5.00000%
