name,country,sub-region,city,logo,2019-08-26,2019-08-27,2019-08-28,2019-08-29,2019-08-30,2019-08-31,2019-09-01,2019-09-02,2019-09-03,2019-09-04,2019-09-05,2019-09-06,2019-09-07,2019-09-08,2019-09-09,2019-09-10,2019-09-11,2019-09-12,2019-09-13,2019-09-14,2019-09-15,2019-09-16,2019-09-17,2019-09-18,2019-09-19,2019-09-20,2019-09-21,2019-09-22,2019-09-23,2019-09-24,2019-09-25,2019-09-26,2019-09-27,2019-09-28,2019-09-29,2019-09-30,2019-10-01,2019-10-02,2019-10-03,2019-10-04,2019-10-05,2019-10-06,2019-10-07,2019-10-08,2019-10-09,2019-10-10,2019-10-11,2019-10-12,2019-10-13,2019-10-14,2019-10-15,2019-10-16,2019-10-17,2019-10-18,2019-10-19,2019-10-20,2019-10-21,2019-10-22,2019-10-23,2019-10-24,2019-10-25,2019-10-26,2019-10-27,2019-10-28,2019-10-29,2019-10-30,2019-10-31,2019-11-01,2019-11-02,2019-11-03,2019-11-04,2019-11-05,2019-11-06,2019-11-07,2019-11-08,2019-11-09,2019-11-10,2019-11-11,2019-11-12,2019-11-13,2019-11-14,2019-11-15,2019-11-16,2019-11-17,2019-11-18,2019-11-19,2019-11-20,2019-11-21,2019-11-22,2019-11-23,2019-11-24,2019-11-25,2019-11-26,2019-11-27,2019-11-28,2019-11-29,2019-11-30,2019-12-01,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-07,2019-12-08,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-14,2019-12-15,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-21,2019-12-22,2019-12-23,2019-12-24,2019-12-25,2019-12-26,2019-12-27,2019-12-28,2019-12-29,2019-12-30,2019-12-31,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30
ICON Foundation,Switzerland,Western Europe,Zug,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICON Foundation.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69447.2747,24694147.509800002,24844535.956996,25161762.125396002,25994477.987596,26444384.828602314,26525037.092402313,26796376.051436014,27559095.215947982,27782164.08784798,27391001.609247983,27338890.646896,27498517.550711595,27803412.442011595,27774171.850911595,27852238.401911594,27968423.31573716,27935249.897408135,28046997.368808135,28108259.515510343,28214279.199310344,28285395.671410345,28605297.959525663,28900539.292032495,29565313.83700068,29684455.014862653,29911079.011049196,30079672.398444146,30493069.0159313,30663249.91580028,30958534.527419165,31075636.491870996,31089729.86271661,31104256.56707567,31707138.640183005,31816029.269051053,31847920.06037062,31871479.2770194,31876885.556924064,31883488.851764187,31867791.611448187,31944702.019374356,24020991.423511483,24115927.278007884,24164632.81754879,24254194.091288395,24342073.93638963,24379579.614103038,24729312.43791875,25036123.567103773,25154171.610404313,25203315.55573712,25299259.5857827,25601199.190535024,25670887.815208353,25793826.205569647,25865344.388585445,25955552.76866105,26037750.68751159,26131309.9614794,26459902.163113676,26474588.67176532,26522006.412667736,26605069.276825987,26943791.554351553,26985057.066770613,27213490.02458542,27276502.67148013,27636264.269681267,27815797.46767201,27603288.09391538,27579443.779554926,27739053.443782397,27904951.37770048,28007247.470067985,28036791.137828168,28132450.970457215,28166852.948151372,28037173.79957775,28085141.133487917,28207217.6221188,28208328.790844608,28300072.109699555,28488979.809639607,28631077.98332282,28958539.54716161,28934491.325537115,28999417.53712008,29141160.240794588,29212420.333607916,29079321.64393471,29545678.676966164,29672136.55245348,29823002.213154756,30425120.73019127,29800340.28518884,29626156.231628582,30192683.999217406,30483674.331955142,31455525.48729992,31543435.426804613,31717121.52287867,32034183.699908882,31830744.619182777,31965165.67195248,32220065.077231947,32045498.6056593,32228618.948736176,32404040.318404824,33335085.759863056,33596158.63941724,33970799.715974934,34091794.111877754,33769276.39669402,33897521.77004239,34038856.93917343,34184616.40108517,34255149.04329656,34550135.90276779,34579580.350223094,34654772.43327552,35156203.43172029,35251101.51056435,35310337.87578958,35373750.09199784,35389708.11358738,35414355.90336183,35389183.22509584,35443541.236934915,36468286.71510084,36510940.21015081,36839129.10827432,36868365.192277126,36933671.4422061,37113303.806895055,37049501.39243896,37222829.05191409,37358431.563384846,37518845.78624237,37595298.08858617,37652641.846459925,37564221.43276384,37761789.78828882,37714474.77042232,38076504.39800151,38151102.35906219,38297066.12795914,38581471.97040885,38716332.55828311,38935137.405822255,39454730.7153294,39504813.45620366,39727526.78439331,39817855.508332185,39870646.29514615,39784645.70582471,39632124.95370843,39607433.941031896,39429802.6704441,38498572.93394931,38219051.64871408,38180171.563904084,38195782.13197716,38374959.72492521,38407693.578041,38550447.97845173,38584963.01864224,38588937.397374645,38693802.591518775,38827762.1759448,39047487.22998123,39283770.780311204,39397057.103464484,39456931.9950005,39717990.084603496,40182200.06883804,40166236.328168035,40271496.87549446,40210105.40946281,40044047.5747028,40181498.643289395,40653872.78894133,40747173.945391975,40884451.25433149,40838706.04087787,41058538.25587653,41185445.038468026,41359771.483748026,41408090.51056697,41416669.65406162,41559810.75551497,41674169.43225919,41815741.00852559,41849698.37005048,41720240.46411135,41787602.036809124,42049410.97390416,42017630.66048941,42075585.73667331,42160350.7453833,42283998.13250692,42350131.56306688,42497521.390579,42557621.166972786,42610613.028041326,42909233.77016973,43084573.57486643,43003271.48020517,43081342.21156717,43136992.62606874,43313886.11393497,43455823.930095084,43473726.766718805,43437043.21704646,43453401.95579861,43553487.37992263
ICX_Station,United States of America,Northern America,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,7462264.922199996,8739666.372199995,9131783.622999996,9700285.092499996,9964826.433299996,10292903.821999997,10526424.298399996,10523366.417799996,10506483.571899997,10819134.897699997,12861455.200299997,12599307.534499997,12782437.549899997,12831674.122199997,13458394.505099997,13469765.755499996,13931643.220799996,14362218.869199995,14387595.300099995,14579120.820399996,14937545.459499996,15172551.470099997,15167264.153399996,15258723.922199996,15338955.424299996,15394300.035999997,15391300.491899997,15408847.627699997,15389960.758999998,15606905.321999997,15601931.197399996,15650733.754299996,15683983.856799996,15213920.263699995,15264954.490699995,15274825.584599996,15329301.947599996,15319126.385599995,15428506.692099996,15410768.864099996,15403934.051599996,15411237.779499996,15985091.792399997,15971481.946199996,15933710.225499997,15940062.498499997,15804940.520999998,15829544.984399999,15851661.96137376,15868689.76177376,15798060.36907376,15822042.31567376,15821354.61837376,15848561.735773759,15791364.244199999,15829605.499599999,15806924.643099999,15717832.052399999,15786763.223699998,15744376.417299999,15863854.583073616,15238225.165973617,15532309.876373617,15512899.897573616,15381390.044473616,15400506.037673617,15396690.479373617,15341003.656573618,15395164.016273618,15431752.128973618,15502352.974173618,15869238.92117362,15881987.04917362,15889551.53987362,15932755.44237362,15928006.23707362,15926474.45007362,15905848.01727362,16001559.16597362,16052289.34457362,15513987.83577362,15575800.472673621,15628377.80527362,15645185.11637362,15497999.229073621,15623419.57974465,15717351.949648546,16350564.516655097,16446719.08468288,16478050.221573077,16240439.29580126,16250453.476276744,16288656.799030805,16326708.71334408,16381767.608175982,16383823.187591001,16893407.04459193,16902709.632136837,16904998.142604973,16932277.487966143,16952755.67829577,16931895.886345617,16628741.549836878,16690563.555617258,16735483.31087924,16762326.035758497,16783705.906362325,16793261.757392853,16821208.107885852,16796646.7788507,16811240.217953466,16843343.538893353,16870868.422333658,16700490.41848057,16707329.952105086,16750854.624247056,16775566.03544599,16795115.34871741,16838470.83367079,16869503.185975123,16840068.0612026,16864807.14178762,16888770.755205873,16912959.951346815,16931788.162500322,17015150.788088527,17004610.434457235,17018615.114157233,17107581.005340584,17125306.958256803,17131050.546812464,17106431.119568445,17162014.80293908,17352931.710449196,17435210.881408732,17431059.677912623,17491154.93584574,17292920.823533617,17306377.718459163,17343018.97534476,17391182.36490042,17430122.76632919,17378977.10996713,17446697.764621645,17490776.124520715,17479542.275447957,17483449.56916043,17485106.681967895,17541497.818524975,17600823.8143036,17616390.643298063,17697950.311378885,17709067.72348395,17784658.48321388,18173930.85577557,18166574.29592365,18284844.478939507,18273160.90925673,18294633.362137523,18318024.74826075,18325753.174495768,18356946.91694351,18350564.50234747,18433095.086018648,18533964.06404487,18662019.88228639,18548183.463284586,18551174.295888416,18571041.396411356,18568153.405802768,18539096.193851802,18503385.706378333,18407910.110543262,18344806.602587957,18346298.486961402,18440474.26762424,18891163.56910875,18903070.663457334,18535676.398568716,18562015.124322515,18634268.85698829,18711353.88800884,18713043.62823971,18797942.21044089,18802403.397835676,18781160.508304153,18879763.9504675,18920185.02837363,18684704.058655854,18744671.366223995,18758655.4211883,18799769.824063204,18799681.37648152,18557137.201424018,18615246.783627354,18556128.278718088,18519895.426771935,18495885.838776402,18576554.437740654,18782306.33021704,18933977.63273764,18995732.17402245,18949202.445667706,18920175.57055316,18827455.92285388,18802149.58336121,18819785.518476184,18797890.06853413,18813753.11252042,18866010.599513967,19038194.85508768,19078874.285159405,19145272.663950525,19191745.15800203,19269232.84131114,19406780.43012867,19459119.24707752,18432203.485286675,18544415.68189752,18462651.38445677,18349301.58420201,18347043.079085384,18254138.096930478,18275054.61098173,18242974.753666013,18334014.039047405,18265792.02007244,18302478.925105758,18385716.94212132,18399533.961267844,18575526.60442416,18593473.722572897,18621182.53921802,19061738.047489703,19166294.508537117,19158622.486462187,19115071.890082035,19088031.636031095,19154824.713333573,19189900.81464771,19160424.504238155,19150432.807438206,19217931.40574905,19253678.955459584,19366227.110463265,19323808.8337519,19371780.657107767,19392811.10989432,19395349.35041116,19382164.968519676,19426787.616984446,19381969.241415497,19410789.056621708,19436267.152408335,19453862.46481158,19487356.654228278,19464803.053898793,19426244.438869312,19474234.033224866,19575930.94473092,19510881.12456451,19532307.206220347,19476695.442581486,19493096.173508197,19518544.821521055,19467251.85953067,19568232.66491854,19510227.762529165,19535702.608081855,19517409.081738323,19563764.162213456,19581084.258112513,19357809.339998685,19397451.950270943,19422574.762082383,19466595.971947182,19494805.905287493,19441410.91126795,19747243.672912147
Ubik Capital,United States of America,Northern America,Detroit,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Ubik Capital.png,9899473.639300002,12279249.6703,13903593.6758,13711853.008299999,13794149.628199998,14749452.416699998,15015952.561999999,16050324.371299999,16096308.7865,16059109.2428,15109271.0768,15265003.4113,15075696.9738,14921192.0614,15134313.5012,15076351.5349,15372450.5317,15700587.3651,15755706.0314,15865501.241700001,15958313.9833,16061234.335800001,16006837.139500001,16152029.940100001,16466260.65,16501202.0821,16516482.3038,16811587.8663,16862399.420500003,17062449.600700002,16962037.2725,16955658.9619,17027747.4396,16926950.6925,16915375.7256,16978137.1792,16968431.4475,17368188.25,17409149.4242,17271146.2097,17282252.6338,17292456.5204,17321967.572499998,17315221.240599997,17279634.960999995,17273733.369199995,17241407.754299995,17179498.978799995,17227006.134599995,17161241.242099997,17116083.075499997,16725702.728799997,16763162.917799996,16738124.790699996,16770343.212399997,16765254.967799997,16762367.822399996,16752536.781199995,16693097.605199995,16621383.707799995,16415720.200199995,15960995.057499995,16004013.926199995,15882455.217699995,16231597.337499995,16272312.393499995,16268731.901299994,16169332.342499994,16278568.961299993,16362095.674599994,16327499.408799995,16667808.263099995,16181819.345299995,16196542.039899994,15982950.472899994,16071873.551499994,15854324.527299995,15835281.581799995,15822179.011499995,15850927.983599996,15573470.385799997,15629924.761199996,15673473.067499995,15697445.114799995,15693274.043299995,15679515.494117865,15774852.353283074,16215028.710049711,16158335.435968881,16218856.30884986,16248546.28565731,16256270.652780747,16189366.45738201,16166988.460174544,16135282.610671157,16153994.759308545,16236834.173720464,15778487.046061182,15903052.415635215,15925938.410471085,15929440.581063466,15946540.546264376,15886418.18567689,15881029.112264717,15845301.93396368,15881123.089857832,15914432.398101183,15926888.663068818,15940338.80448481,15923995.167548727,15891415.28967805,15883228.810944287,15957119.704341922,15977493.469307002,16005024.939688606,16016255.116915615,16041048.810234103,16033943.624074817,16036673.167729884,16090301.388511425,16053616.693170404,16061386.879612966,16062276.740034215,16082247.558889352,16092654.349645283,16094423.250159917,16082754.902247658,16099016.807628479,16162031.655681578,16145648.875756878,16129419.6187752,16730590.522927873,16764224.905428482,16789336.565848526,16783120.547200743,16763211.272550428,16761951.538033716,15322837.281019904,15335785.206107562,15141045.610324757,15212441.662714968,15208078.274531811,15211596.983747594,15195573.86183746,15185501.84679829,15187395.083781833,15200006.693067469,15210149.084697371,15257283.742144266,15241518.871713761,15184808.466720244,15192410.017194562,15184372.999890372,15206752.370121118,15527206.755968362,15450027.293468114,15494908.222490365,15503947.48771842,15420984.262410948,15627534.712468773,15689985.862050017,15550918.238077264,15316648.028458348,15076956.33049156,15134154.126833914,15135444.455655888,14941863.490356475,14945469.442123353,14988626.24038081,14886008.065856736,14921795.308618858,14912892.061725896,14841009.83738127,14862368.301662419,14792507.780948717,14822906.901655981,14669226.362257583,14531596.375136781,14620198.519038957,14734374.812260568,14779436.412398128,14847093.595847268,14869330.877426093,14949606.055781499,14981223.96331498,15044734.933273263,15143484.63964523,15168130.227922965,15194051.649937382,15238552.581389096,15274731.20657235,15333676.898630213,15356933.234792234,15360634.743702304,15423840.813623108,15308620.369080942,15273886.124172546,15304969.565336011,15295359.418808695,15472273.483183015,15677968.614586644,15698727.333081631,15706167.760434777,15733187.138597779,15683474.926963655,15612088.028854849,15606575.80119134,15654871.92577793,15663867.469192121,15701588.463390749,15843963.540185345,15892679.108070621,15985272.241112739,15983363.444405554,16079321.14343605,16099565.84187169,16069632.789709127,16050523.175274173,16025568.214642515,15986809.189767756,15972073.240561714,15966558.220078884,15865403.261375202,15869810.470158983,15878216.566745907,15676101.555983368,15572441.14849795,15560796.406204587,15576938.27408657,15672571.541913973,15746703.965582386,15736251.704947615,15766940.90457801,15760525.400342349,15853263.76256172,15864214.842704993,15856104.789386842,15825110.079672102,15854557.797591973,15840338.444991088,15841456.315765854,15853149.677504715,15762890.35783531,15743313.962667627,15282689.73515865,15129884.0346115,15132268.220984574,15123816.422105165,15110078.278231058,15085431.689436644,15059584.011425348,15041527.34446115,15036179.115180394,15047474.550105464,15088583.680041863,15124384.687415972,15118439.506815346,15061845.200342214,15139719.762311619,15131509.568604171,15174914.878888886,15139350.096736573,15160832.911920175,15178101.053821526,15176679.928388398,15090809.602134587,15111698.005279973,15057660.150749352,14575898.381460017,14579611.25243386,14646789.623112813,14635270.409369241,14614961.886968695,14639176.48077568,14635097.547659103,14574992.54419527,14641217.485422477,14619842.330930695,14607841.247848043
VELIC,Singapore,South-eastern Asia,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,12179779.950599993,10715892.774599994,11398606.462999994,11334111.540499995,13006713.560999995,13438461.109699994,13494791.417999994,14880119.141899994,15019799.595099993,15233305.656799993,15529737.258599993,15838789.869899992,16103371.054099992,16268589.621399991,17636363.82009999,17908340.405999992,18346034.07139999,18930503.21589999,19123952.546999987,19228955.353499986,19579694.10009999,19783234.43399999,19820500.37819999,19862895.61539999,20069177.98679999,20256484.486699987,20222573.815699987,19820223.563399985,19903204.264799986,19981662.076999985,19973173.363899983,20037277.524699982,20079812.51119998,20107462.34099998,20107899.271799978,20216809.618199978,20284855.269499976,20124509.176899977,20214173.15169998,20280132.73909998,20325544.23429998,20342118.70319998,20366499.00869998,20679572.36829998,20815957.24399998,20763917.06799998,20787640.96119998,20794523.64609998,20810795.47919998,20699116.293799978,20698403.223399978,21099889.371699978,20184448.094999976,20161453.142499976,20189806.316499975,20199369.308199976,20225841.023799974,20181472.430138312,22845965.270938314,22803597.470838316,22802813.243477814,22804826.894901656,22885279.829701655,23025708.255414598,22700998.335314598,22733540.575114597,22048746.234014597,21969268.2682146,21754564.737334743,21661472.872234743,21677584.46103474,21693836.50083474,21714381.26173474,21671868.793334737,21787229.940734737,21809573.58851104,21799434.05331104,21789341.01511104,21960989.863811042,21871709.82391104,22032553.67931104,22294758.92371104,22353621.85691104,22473168.08561104,22397468.471011043,22613204.49966582,22610167.023982298,22593103.80386809,22615078.407506652,22575280.88438032,22510173.024682477,22523631.469423104,22570748.531482283,22605958.121928863,22636141.75525654,22632201.820640232,22670382.95035514,22682312.567667387,21218576.732307438,21172992.73304877,21187338.971010074,21205062.35174848,21116473.72522341,21109638.97378124,21110779.83611283,21124173.025282536,21053226.14632407,21117431.875426184,21208741.31760868,21159987.093371943,21150328.87981544,21133969.51859932,21189980.69118854,21349600.588110298,21275116.691780765,21288331.871774677,21310010.095419876,21341544.526063588,21374794.456309814,21164591.215777814,21142502.98445806,21165033.441147383,21465936.412548687,21316566.262403093,21331866.156703092,21338503.07998182,21162516.07572448,21180036.933682576,21182655.107214887,20197805.153068647,20203484.076410443,20200893.981623046,20254635.98399516,20247535.754757695,20980441.271058887,21004431.230553757,20995782.335019857,21051451.71659423,21073042.744093493,21055880.865504146,21200166.474935137,21186311.347375315,20847913.97404454,20885028.21641154,20882777.930145852,20693189.75458777,20705287.004889615,20735258.593909044,20873514.963703696,20718635.487166494,20730692.706002254,20825951.89637051,20872321.63435652,20921333.43404011,21131735.88241179,21143231.204444516,21203823.359361574,21450921.053640626,21340799.932491012,21395476.981139846,21639545.198514435,20958828.647885345,20316863.1681162,20395312.283041835,20372373.30307773,20452660.525712218,20474724.99336876,20416837.487962116,20538407.657062974,20326870.16362263,20418900.673890926,20215467.14136982,14455489.608527694,14352351.498221856,14255390.652564067,14058205.402724976,14045044.300886277,14028491.95042882,14031665.335809434,13940030.323950402,13965267.282442572,13929361.976600992,13946589.58473161,13977599.16123736,14095358.806410499,14118256.997112831,14001817.6926862,14008677.090483377,14090026.98634862,14101219.317950644,14935007.117072655,14949647.670167813,14951966.849937469,15038647.04395152,15074138.40430445,15024950.147469493,14931628.185910106,14958056.334564678,14976078.546804363,15013870.920617266,15068545.522946924,15079540.576723963,15055004.309836453,14974572.943266736,14808447.114261093,14777123.962792475,14792604.309159433,14805915.41952531,14812651.33656636,14821144.430496667,14875193.968609856,14874631.487502875,14935302.319797128,14947889.434238253,14587320.153630827,14550708.741324602,14564300.715774277,14522261.394855028,13971418.246008696,13947751.325283578,13865138.202554446,13813290.221522307,13808911.067016063,13795774.234196186,13804193.054449394,13696579.669626703,13693675.050790405,13679292.39318905,13714232.775087377,13715885.006518396,13818645.30707856,13832268.392432515,13833186.528484654,13862637.222060781,13854174.272860972,13845228.637985274,13845505.621800158,13979731.447493598,14002287.794693267,14021168.046205772,14009242.187776325,13975427.471339418,13919393.595988184,13951066.692844555,13955448.750494108,13918093.439756755,13911744.358458553,13961379.453724366,14035484.121056203,14052357.554594284,14060141.10207321,14015692.271025358,14016416.298254644,14031607.436854094,14030890.25035206,14029385.230814228,13972495.684409888,13969090.278256077,13978237.189352265,14036523.400043182,13969010.910722943,13960210.85463975,13963049.211094493,13977516.389403474,13967645.851757932,13994364.777696123,13982307.775672985,13989972.670050673,13992886.363361685,13833518.09890896,13840748.001972748,13829666.218893599,13833970.662546577,13853295.847160101,13835520.769013215,13812863.402591057,13817246.635039987,13827112.714801066,13817948.59689525
ICONation,France,Western Europe,Paris,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICONation.png,6567967.0176,8168118.210399999,8514696.894499999,8662382.590699999,9023100.079999998,8698280.423199998,8933403.073599998,8913188.784799999,8767433.477799999,8889257.168799998,9632656.512899999,9631534.547799999,9797485.4773,9862565.1863,10227333.8632,10210315.5729,10470600.193599999,10664522.136899998,10994649.974399999,11118042.252799999,11216643.672699999,11438833.419,11476091.1024,11574048.737399999,11751706.403199999,11731086.531999998,11795528.879599998,11938751.291499998,12008610.338799998,12193167.743099999,12153826.999699999,12143683.2439,12159288.3503,11297505.0674,11324355.6571,11425332.829499999,11426921.684620291,11376685.98082029,11415899.60052029,11396335.22932029,11409564.948020289,11405811.047465278,11426949.011665277,11422601.523865277,11341481.546165276,11227852.773865277,11187238.915346488,11160613.508946488,11188037.077346487,11102340.497846488,11081242.273071636,11114701.251871636,11130660.819971636,11072287.334071636,11085013.132975096,11097512.885375096,11107144.275075095,11132117.006277306,11233897.348277306,11177249.896477306,11103608.373677306,10607587.816576833,10833139.474476833,10802061.592376834,10758328.695578478,10782822.592878478,10740575.871478477,10661026.657178478,10601907.589163475,10611347.233063474,10656211.133663474,11132315.509863473,11152309.251772681,11160905.316072682,11081226.145172682,11015884.448418964,10764083.857018964,10891597.154418964,10819140.456271626,10914378.863471625,10759812.590071626,10825234.338817932,10908524.833417932,10924801.516417932,10888285.222217932,10962911.064692989,11034507.812021658,11541931.64917085,11503288.861864552,11521502.812590063,11484215.601614602,11538079.46591968,11504911.924524289,11528518.128190547,11466600.481149338,11456716.250644492,11449124.408477118,11463730.265455492,11460279.172941862,11472630.128988363,11464997.667842362,11472137.37419271,11423014.627298702,11553690.69542406,11538761.038053114,11510375.93347435,11517879.89733514,11544957.028333489,11551616.273724971,11557192.496888222,11568836.695643535,11595416.624434797,11648669.131771611,11800196.679525053,11807413.497289779,11815931.985305633,11827120.276510168,11799423.020971542,11796098.735533988,11805654.925782226,11776743.272645833,11797042.559337588,11848846.402514562,11889765.955650963,11886464.919618014,11834533.355272397,11849165.408710342,11840312.816832403,11872385.024299895,11871326.452148383,11891302.59853126,11851873.064647738,11929437.439653242,11989119.779681753,11954315.083414001,12009979.788150566,11942098.26082664,11959734.075158995,11979652.164122133,11997818.008630125,11965455.610103663,11976014.230001217,12013135.403484825,11974673.764501397,11945530.350677516,11942200.981795574,11963193.049630376,11964216.501443129,12045334.397913747,12066685.756335324,12026354.723121468,12062190.097212559,12064962.606800724,12097200.489910398,12426262.567995835,12401119.690733721,12482288.239766113,12494138.865980593,12442166.553312173,12382895.968421059,12345655.019432442,12257919.359098455,11987579.604470158,11876547.499832328,11913143.889311481,11917302.90525421,11791439.898859357,11804276.876765847,11845722.23644586,11879234.760250755,11876005.692187965,11888779.222797044,11771465.543408664,11801196.427218638,11732065.13164559,11773930.23976316,11907323.424555866,11823077.421694996,11574377.475221446,11652060.984577147,11659010.396715071,11659518.06915492,11648492.447649796,11674701.718818396,11734910.494302947,11797690.029858766,11782381.532154478,11861538.598344594,11860418.6744884,11863163.473598909,11838417.876479704,11850226.53751481,11782763.230811883,11785346.689736083,11806049.2331185,11700153.657660246,11692838.048695032,11682995.705217414,11668421.864739573,11763852.579385987,11961559.75866196,11955775.876590595,11907225.450935544,11887883.748330439,11786727.82713306,11672804.914066697,11667260.1339645,11686905.317600045,11707094.715272713,11688767.851864021,11687981.184955483,11658034.278752582,11709685.451596634,11722074.283354413,11800107.356615433,11818957.533140091,11834268.356827095,11815872.68562955,11786839.632068735,11718211.481352357,11668310.216327606,11730181.126242831,11681840.333914043,11703066.757106468,11707717.659844413,11621860.022092996,11637211.156835092,11628588.069823168,11659675.663533902,11672445.230583405,11763363.777410967,11784057.18931044,11805000.213654561,11979434.506250788,11958595.923351493,11932389.50289702,11939200.051752122,11890698.866461204,11893231.570885183,11961683.811245436,11957112.852409543,11948412.995499903,11970228.146893317,11985868.541340858,11963489.127447702,11970543.751133142,11975959.578920966,11956133.38816311,11939682.420057295,11933880.704146147,11944540.312203262,11944800.345338827,11947615.087533431,11966604.026449528,11980047.359174361,12004298.125102755,12006919.498705344,11972106.208193867,12006556.322642623,12023596.31604803,12113722.301456623,12089888.321267009,12114647.595957981,12114225.059038267,12122077.175361034,12159891.151059413,12132558.39557026,12141647.54560978,12141983.577321658,12161013.862177169,12145301.84802667,12146138.316134728,12193387.481027797,12279609.509068105,12302234.997394964,12278561.242826633,12265487.316162538,12112302.606344113,12114204.435556889
