validator,validator_name,date,votes
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-05,14733.600299999996
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-06,3942.1909
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-07,3479.0561999999995
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-08,21572.7936
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-09,418.4606
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-10,2458.7081999999996
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-11,-13273.189900000001
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-12,36037.8906
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-13,6503.6858
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-14,-10956.945600000001
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-15,10593.3297
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-16,7604.690299999999
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-17,2152.0976
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-18,13551.047700000001
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-19,1070.7950999999998
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-20,2494.7120999999997
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-21,3005.7031000000006
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-22,38834.5613
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-23,27355.886300000006
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-24,2772.3534000000004
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-25,27446.3695
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-26,-208320.7698
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-27,-18508.880999999998
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-28,241086.6742
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-29,26170.10620000001
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-30,38971.39260000001
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-10-31,23097.234600000003
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-01,-69553.6359
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-02,-26310.984000000004
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-03,35682.40549999999
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-04,-7623.283499999999
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-05,-18654.076599999997
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-06,91040.17340000001
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-07,11110.1669
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-08,42945.6166
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-09,41821.07290000001
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-10,18105.014199999994
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-11,-22712.862800000003
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-12,40338.5573
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-13,-73680.36080000001
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-14,153421.08299999996
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-15,20666.2559
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-16,7596.084700000002
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-17,10160.2446
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-18,80558.6054
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-19,75001.42452342114
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-20,618758.6094451328
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-21,-48432.032079697805
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-22,-108193.33020319429
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-23,107362.10120478882
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-24,7939.5643457376045
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-25,-8994.673681097558
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-26,48636.84383003013
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-27,21733.337365110372
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-28,121713.90429459717
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-29,24407.056794516935
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-11-30,-26580.864240835057
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-01,1227.5288159921906
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-02,7883.6169670244835
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-03,17599.45939099908
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-04,7104.129935953675
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-05,-47304.97817857482
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-06,-11096.685145622798
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-07,-9114.000760926758
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-08,10064.941678872256
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-09,6156.917131395504
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-10,-8881.022177225881
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-11,-8264.331691102496
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-12,18369.853476834927
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-13,8019.576132870396
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-14,6976.109247470527
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-15,-5641.745575380861
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-16,50185.5409301952
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-17,46381.17365902728
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-18,67361.33643377814
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-19,31763.054569478547
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-20,-8322.828367351694
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-21,202026.12111961257
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-22,6947.408861423352
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-23,-1656.2287818502216
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-24,32519.37048483813
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-25,7210.4903432880365
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-26,2245.4256323670625
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-27,21452.70497441987
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-28,14488.599442002185
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-29,-588114.5008704717
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-30,-14567.126727765286
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2019-12-31,8647.8687181291
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-01,5128.568974408874
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-02,2887.372578450514
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-03,4319.834985091153
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-04,2313.6030523110594
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-05,-66610.37972033396
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-06,-398.96843958790316
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-07,34710.992224499285
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-08,-41600.39885117879
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-09,-32269.06462521953
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-10,-3199.0956262577565
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-11,8225.148325305889
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-12,10380.774159161829
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-13,10712.725046730704
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-14,13222.03106705394
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-15,15729.892543719152
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-16,-15663.107840642278
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-17,64715.387599001035
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-18,2759.761886813214
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-19,4863.283294679999
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-20,31021.459227974574
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-21,4327.645188910975
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-22,-10446.904849262071
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-23,2694.5537800021193
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-24,17737.020029845884
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-25,2464.0919967650025
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-26,27087.43669523561
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-27,23527.03903166706
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-28,-60709.70173347361
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-29,12654.72252506217
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-30,-30748.423701383927
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-01-31,226780.9196633697
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-01,-14761.953637260314
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-02,-17426.347085723814
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-03,74983.33785988497
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-04,-1126741.275634796
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-05,-77872.91750038313
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-06,18045.931766386788
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-07,-6237.176146873547
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-08,245115.26401615786
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-09,-32942.75814896918
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-10,4280.4002485443225
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-11,1785.915830933663
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-12,99767.70877331519
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-13,-3669.0360954343546
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-14,-44579.75063996545
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-15,24067.732838196076
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-16,2980.8847035773897
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-17,-21892.413519089412
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-18,-2238.342181222368
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-19,-48621.30310662561
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-20,3416.449026202967
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-21,7308.921108153596
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-22,-40207.234644993536
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-23,-886.1383999999998
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-24,-7340.626949870296
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-25,-34970.07638428363
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-26,103272.93950283184
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-27,8784.741913489943
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-28,1482.2508291238241
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-02-29,-355.5447683116431
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-01,10282.38861743387
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-02,9791.166468854954
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-03,4103.234876466567
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-04,7426.300957022489
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-05,-444.2393883535315
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-06,18169.71432433263
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-07,7067.476253201505
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-08,-16888.097754994706
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-09,10048.300969255106
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-10,1079.8366145942143
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-11,64494.60675599773
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-12,29416.531791004367
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-13,69640.15829395122
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-14,-107255.01293484303
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-15,708.3900977379326
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-16,36547.23891782164
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-17,-60978.291002014084
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-18,7360.078511542296
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-19,-1083.3883796431553
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-20,10347.022244186735
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-21,3664.8965634823626
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-22,4859.270227357005
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-23,13695.241687589227
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-24,-8404.90975386502
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-25,2808.8953425451
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-26,-24370.9970678358
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-27,-20686.413102734332
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-28,10174.831876334205
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-29,5433.023108428672
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-30,1638.6107980493448
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-03-31,1297.8944396782185
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-01,-19765.489150687103
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-02,-6400.963049441254
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-03,-9550.734099745367
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-04,1001707.0177082478
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-05,-13196.00014836812
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-06,2626.6058581534176
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-07,-1206.087412866672
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-08,9112.897075947905
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-09,-12768.097209220748
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-10,127439.9919038215
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-11,1714.9320615079125
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-12,-12734.617320720137
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-13,-708.8749474961312
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-14,2353.5116453949254
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-15,-4664.358441351729
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-16,-789.2920283200245
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-17,-25533.508047741896
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-18,-96425.07863277243
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-19,-101549.43213087828
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-20,-927.1748828983698
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-21,110295.89178554696
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-22,-7902.695165038151
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-23,678.2806216265826
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-24,30219.878088343485
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-25,2247.7887391250374
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-26,-8.338160380487352
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-27,-7630.454893412908
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-28,-10929.002495272383
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-29,55063.427423613546
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-04-30,-23625.64773403956
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-01,4866.473924082486
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-02,3857.591865503977
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-03,-11781.186350248552
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-04,4541.228359779179
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-05,3261.95062587463
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-06,1904.644
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-07,1276.9946807405295
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-08,-41433.030327372166
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-09,8339.742516500086
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-10,-39439.52578317331
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-11,6328.3875983424105
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-12,11123.917495781707
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-13,40071.401479184904
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-14,6592.839729552197
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-15,1514703.2075303115
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-16,4821.073026448504
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-17,-5049.635501982873
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-18,66831.15623875287
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-19,1478.8021426116866
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-20,5626.783036537228
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-21,5974.65469735361
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-22,-24578.744365885603
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,ICONVIET,2020-05-23,-8438.159115715212
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-08-27,3435652.2676
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-08-28,229559.79389999996
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-08-29,698605.4663999999
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-08-30,92649.8539
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-08-31,208263.32900000003
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-01,6427.048499999999
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-02,106312.18179999999
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-03,67498.5147
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-04,34130.048800000004
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-05,36627.42469999999
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-06,89448.77800000003
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-07,19397.7396
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-08,5997.865799999997
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-09,132493.35410000006
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-10,18004.5331
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-11,650299.8197000001
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-12,66924.49320000003
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-13,46142.894499999995
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-14,6299.852100000002
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-15,39875.05369999999
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-16,25019.603900000002
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-17,8552.807600000002
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-18,7299.825599999998
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-19,14065.475899999998
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-20,24785.393599999996
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-21,40783.123400000004
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-22,132281.5317
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-23,23569.675900000006
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-24,89757.9435
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-25,55470.6266
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-26,133801.36659999998
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-27,31323.190300000006
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-28,37822.63419999999
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-29,45061.1789
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-09-30,56742.2169
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-10-01,29092.333600000005
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,2019-10-02,83906.4576
