address,block_id,datetime,rewards,date,name,alpha-3,city,logo,country,sub-region
hxfba37e91ccc13ec1dab115811f73e429cde44d48,16303337,2020-03-17 18:08:36,39375.34195616763,2020-03-17,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,16016270,2020-03-11 00:58:49,52055.36324945535,2020-03-11,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,15672087,2020-03-02 23:59:26,47717.314564539374,2020-03-02,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,15405510,2020-02-25 18:29:12,44141.47759567299,2020-02-25,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,15114233,2020-02-18 22:36:18,52953.82280747437,2020-02-18,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,14808420,2020-02-11 19:13:41,54023.18731334343,2020-02-11,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,14508458,2020-02-04 19:03:20,54148.922145671044,2020-02-04,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,14209410,2020-01-28 19:27:30,54168.01266688442,2020-01-28,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,13913529,2020-01-21 21:44:48,54890.51626269791,2020-01-21,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,13606913,2020-01-14 17:54:53,55455.15038054584,2020-01-14,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,13308267,2020-01-07 18:28:46,47133.25982585204,2020-01-07,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,13049487,2020-01-01 17:30:09,70337.91222011857,2020-01-01,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,12674505,2019-12-23 23:30:57,39257.12354067012,2019-12-23,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,12461340,2019-12-19 00:10:05,64981.34782190273,2019-12-19,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,12124452,2019-12-11 02:57:59,146020.16562162797,2019-12-11,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,11228745,2019-11-20 00:42:34,40200.39581745805,2019-11-20,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,10975089,2019-11-13 01:42:08,32673.830993477633,2019-11-13,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,10803174,2019-11-08 21:35:55,8222.684789544246,2019-11-08,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,10757904,2019-11-07 19:51:43,8419.660514713109,2019-11-07,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,10714631,2019-11-06 19:23:15,25061.695949738634,2019-11-06,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxfba37e91ccc13ec1dab115811f73e429cde44d48,10605656,2019-11-04 05:48:07,33513.212877543054,2019-11-04,ICX_Station,USA,San Francisco,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ICX_Station.png,United States of America,Northern America
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,20279948,2020-06-18 19:00:00,1507.9832353774846,2020-06-18,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,20237136,2020-06-17 19:00:00,1511.4943261204933,2020-06-17,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,20194396,2020-06-16 19:00:00,1522.3957386588163,2020-06-16,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,20151580,2020-06-15 19:00:00,1521.2457612161766,2020-06-15,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,20108769,2020-06-14 19:00:00,1522.1960796360604,2020-06-14,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,20064181,2020-06-13 18:00:00,1539.4949323328538,2020-06-13,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,20021548,2020-06-12 18:00:00,1585.995733757749,2020-06-12,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19978730,2020-06-11 18:00:00,1652.9300221855362,2020-06-11,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19935943,2020-06-10 18:00:00,1654.431653105213,2020-06-10,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19893303,2020-06-09 18:00:00,1707.6469725523314,2020-06-09,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19848867,2020-06-08 17:00:00,1828.8119401795582,2020-06-08,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19806083,2020-06-07 17:00:00,1931.7544381510402,2020-06-07,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19763429,2020-06-06 17:00:00,2070.406567586457,2020-06-06,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19720829,2020-06-05 17:00:00,2290.625569014806,2020-06-05,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19676340,2020-06-04 16:00:00,2554.241959388405,2020-06-04,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19633641,2020-06-03 16:00:00,2764.206919222767,2020-06-03,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19590884,2020-06-02 16:00:00,2707.5049499524594,2020-06-02,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19548177,2020-06-01 16:00:00,2828.7980380494396,2020-06-01,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19503738,2020-05-31 15:00:00,3014.5828908028993,2020-05-31,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19461097,2020-05-30 15:00:00,3424.94739583657,2020-05-30,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19418415,2020-05-29 15:00:00,3634.4343820392,2020-05-29,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19375632,2020-05-28 15:00:00,3747.846790879635,2020-05-28,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19331100,2020-05-27 14:00:00,3749.013118717023,2020-05-27,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19288315,2020-05-26 14:00:00,3767.2894156636717,2020-05-26,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19245564,2020-05-25 14:00:00,3763.076517960954,2020-05-25,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19202762,2020-05-24 14:00:00,3734.299881287377,2020-05-24,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19159979,2020-05-23 14:00:00,3838.7105407230288,2020-05-23,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19117180,2020-05-22 14:00:00,3917.8090410632503,2020-05-22,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19072714,2020-05-21 13:00:00,3921.29234219265,2020-05-21,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,19029914,2020-05-20 13:00:00,4022.9565424723073,2020-05-20,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18987101,2020-05-19 13:00:00,3998.8013393618658,2020-05-19,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18944335,2020-05-18 13:00:00,4005.1407906039135,2020-05-18,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18901538,2020-05-17 13:00:00,3980.7774154432395,2020-05-17,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18856933,2020-05-16 12:00:00,4368.992354918763,2020-05-16,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18814212,2020-05-15 12:00:00,4370.561471683368,2020-05-15,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18771391,2020-05-14 12:00:00,4404.331439150973,2020-05-14,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18730352,2020-05-13 13:00:00,4441.357962642354,2020-05-13,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18685720,2020-05-12 12:00:00,4538.486986939369,2020-05-12,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18642881,2020-05-11 12:00:00,4630.195307739132,2020-05-11,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18598246,2020-05-10 11:00:00,4705.281221205053,2020-05-10,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18555407,2020-05-09 11:00:00,4923.814341031927,2020-05-09,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18512586,2020-05-08 11:00:00,4914.587044030449,2020-05-08,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18469807,2020-05-07 11:00:00,4908.065789057003,2020-05-07,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18425607,2020-05-06 10:00:00,4916.639164029034,2020-05-06,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18382860,2020-05-05 10:00:00,4919.584108801327,2020-05-05,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18340213,2020-05-04 10:00:00,4782.308477318713,2020-05-04,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18297382,2020-05-03 10:00:00,4957.019322580701,2020-05-03,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18254631,2020-05-02 10:00:00,4933.929627057574,2020-05-02,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18210056,2020-05-01 09:00:00,4949.073343657016,2020-05-01,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18167316,2020-04-30 09:00:00,4965.978781933028,2020-04-30,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18124581,2020-04-29 09:00:00,4960.508627709208,2020-04-29,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18081939,2020-04-28 09:00:00,4955.008194495192,2020-04-28,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,18039192,2020-04-27 09:00:00,4957.9483928519085,2020-04-27,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,17994741,2020-04-26 08:00:00,5096.446567720875,2020-04-26,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,17951899,2020-04-25 08:00:00,5009.339619725078,2020-04-25,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,17909277,2020-04-24 08:00:00,4978.307309965518,2020-04-24,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png,Singapore,South-eastern Asia
