address,date,rewards,name,alpha-3,city,logo,country,sub-region
hx4a43790d44b07909d20fbcc233548fc80f7a4067,2020-05-23,84151.31356130517,RHIZOME,JPN,Tokyo,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/RHIZOME.png,Japan,Eastern Asia
hxab751d4e83b6fda412a38cb5f7f96860396b1327,2020-05-23,633616.8574972706,Symmetry SLC,USA,Salt Lake City,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Symmetry%20SLC.png,United States of America,Northern America
hxd5059fec8665bc7b769f4893aef65cf00049377a,2020-05-22,71867.41900334414,ICON Hyperconnect,KOR,Seoul,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICON%20Hyperconnect.png,"Korea, Republic of",Eastern Asia
hxd5059fec8665bc7b769f4893aef65cf00049377a,2020-05-23,42931.09047396169,ICON Hyperconnect,KOR,Seoul,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICON%20Hyperconnect.png,"Korea, Republic of",Eastern Asia
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,2020-05-22,50569.14953573987,Mineable,GBR,London,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Mineable.png,United Kingdom of Great Britain and Northern Ireland,Northern Europe
hxdc35f82a3a943e040ae2b9ab2baa2118781b2bc9,2020-05-23,323337.7984227331,Mineable,GBR,London,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Mineable.png,United Kingdom of Great Britain and Northern Ireland,Northern Europe
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,2020-05-19,32343.280317318626,ICONVIET,VNM,Ho Chi Minh,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICONVIET.png,Viet Nam,South-eastern Asia
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,2020-05-20,42742.25364735625,ICONVIET,VNM,Ho Chi Minh,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICONVIET.png,Viet Nam,South-eastern Asia
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,2020-05-21,70804.9866399572,ICONVIET,VNM,Ho Chi Minh,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICONVIET.png,Viet Nam,South-eastern Asia
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,2020-05-22,62599.56599518783,ICONVIET,VNM,Ho Chi Minh,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICONVIET.png,Viet Nam,South-eastern Asia
hx863e16bd18ceaa7d498b4b275e36cd58818b1f25,2020-05-23,15954.957688200207,ICONVIET,VNM,Ho Chi Minh,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICONVIET.png,Viet Nam,South-eastern Asia
hxf75bfd0df8d96ee0963965135af2485cee6d5000,2020-05-20,46650.10090919101,weBloc asia,KOR,Jeju,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/weBloc%20asia.png,"Korea, Republic of",Eastern Asia
hxf75bfd0df8d96ee0963965135af2485cee6d5000,2020-05-21,129520.54558110124,weBloc asia,KOR,Jeju,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/weBloc%20asia.png,"Korea, Republic of",Eastern Asia
hxf75bfd0df8d96ee0963965135af2485cee6d5000,2020-05-22,258521.64292447138,weBloc asia,KOR,Jeju,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/weBloc%20asia.png,"Korea, Republic of",Eastern Asia
hxf75bfd0df8d96ee0963965135af2485cee6d5000,2020-05-23,155495.10332601375,weBloc asia,KOR,Jeju,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/weBloc%20asia.png,"Korea, Republic of",Eastern Asia
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,2020-05-22,389157.85060145124,Everstake,UKR,Kyiv,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Everstake.png,Ukraine,Eastern Europe
hx8e6dcffdf06f850af5d372ac96389135e17d56d3,2020-05-23,53594.461385420414,Everstake,UKR,Kyiv,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Everstake.png,Ukraine,Eastern Europe
hx6f89b2c25c15f6294c79810221753131067ed3f8,2020-05-21,113137.90590385595,Sharpn,FRA,Paris,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Sharpn.png,France,Western Europe
hx6f89b2c25c15f6294c79810221753131067ed3f8,2020-05-22,185660.3351927103,Sharpn,FRA,Paris,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Sharpn.png,France,Western Europe
hx6f89b2c25c15f6294c79810221753131067ed3f8,2020-05-23,23687.299548477735,Sharpn,FRA,Paris,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Sharpn.png,France,Western Europe
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-06,1667.0450687861223,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-07,1678.763489735008,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-08,5307.996780244641,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-09,4529.164982159438,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-10,6027.570774677081,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-11,8460.102349648498,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-12,11374.577180082451,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-13,9532.707049505449,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-14,3979.674084759441,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-15,8784.055966156267,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-16,15402.820048443315,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-17,15364.9687551681,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-18,12999.660928031215,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-19,7523.162991513516,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-20,15575.500132019335,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-21,21887.684807699192,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-22,26878.542888513,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx231a795d1c719b9edf35c46b9daa4e0b5a1e83aa,2020-05-23,1952.7699491662963,iBriz - ICONOsphere,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/iBriz%20-%20ICONOsphere.png,United States of America,Northern America
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,2020-05-19,36131.09967168432,Stakin (POS Bakerz),GBR,London,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Stakin%20(POS%20Bakerz).png,United Kingdom of Great Britain and Northern Ireland,Northern Europe
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,2020-05-20,29499.822579132866,Stakin (POS Bakerz),GBR,London,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Stakin%20(POS%20Bakerz).png,United Kingdom of Great Britain and Northern Ireland,Northern Europe
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,2020-05-21,71566.93374159608,Stakin (POS Bakerz),GBR,London,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Stakin%20(POS%20Bakerz).png,United Kingdom of Great Britain and Northern Ireland,Northern Europe
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,2020-05-22,50443.15865680108,Stakin (POS Bakerz),GBR,London,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Stakin%20(POS%20Bakerz).png,United Kingdom of Great Britain and Northern Ireland,Northern Europe
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,2020-05-23,2049.8670576356167,Stakin (POS Bakerz),GBR,London,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Stakin%20(POS%20Bakerz).png,United Kingdom of Great Britain and Northern Ireland,Northern Europe
hxe4c008b838e8a9a7c065f20f393974de4c86f917,2020-05-22,59819.48042044386,ReliantNode,AUS,Wollongong,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ReliantNode.png,Australia,Australia and New Zealand
hxe4c008b838e8a9a7c065f20f393974de4c86f917,2020-05-23,109882.02699654156,ReliantNode,AUS,Wollongong,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ReliantNode.png,Australia,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-11,1283.0243023037756,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-12,2330.972015341299,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-13,3565.327902808418,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-14,2950.2318917172324,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-15,7927.048981702279,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-16,13747.06559693953,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-17,9898.369874039472,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-18,7768.501379218551,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-19,10538.863100908799,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-20,22045.950488571416,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-21,8589.899911939361,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-22,12527.960956844037,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx28c08b299995a88756af64374e13db2240bc3142,2020-05-23,5857.689355513234,PARROT9,NZL,Dunedin,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/PARROT9.png,New Zealand,Australia and New Zealand
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,2020-05-22,156084.63702721876,block42,AUT,Vienna,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/block42.png,Austria,Western Europe
hx168d2cfe6d73acb8cb690d3abda54d3af266addf,2020-05-23,83235.33697534178,block42,AUT,Vienna,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/block42.png,Austria,Western Europe
hxb11448743cbb63fcf29609401cdc5782793be211,2020-05-23,58251.84120820124,ICONbet Community,USA,Las Vegas,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICONbet%20Community.png,United States of America,Northern America
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-13,24890.094774755504,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-14,80258.51234528737,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-15,20372.0887006453,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-16,15274.704069871044,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-17,19553.485328735776,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-18,13605.802533679276,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-19,21841.960762499613,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-20,15798.217269048504,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-21,25360.530667737825,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-22,20014.603088742366,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx5b97bbec2e555289351806103833a465b7fbbd47,2020-05-23,7411.800855897902,Blockmove,CZE,Brno,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Blockmove.png,Czechia,Eastern Europe
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,2020-05-17,32960.341284527145,ICON DAO,SGP,Singapore,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICON%20DAO.png,Singapore,South-eastern Asia
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,2020-05-18,21328.50836996516,ICON DAO,SGP,Singapore,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICON%20DAO.png,Singapore,South-eastern Asia
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,2020-05-19,20334.05986040768,ICON DAO,SGP,Singapore,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICON%20DAO.png,Singapore,South-eastern Asia
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,2020-05-20,31380.961400394415,ICON DAO,SGP,Singapore,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICON%20DAO.png,Singapore,South-eastern Asia
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,2020-05-21,41188.91824435084,ICON DAO,SGP,Singapore,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICON%20DAO.png,Singapore,South-eastern Asia
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,2020-05-22,41049.323661576396,ICON DAO,SGP,Singapore,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICON%20DAO.png,Singapore,South-eastern Asia
hx3d5c3ce7554f4d762f6396e53b2c5de07074ec39,2020-05-23,71636.01759009145,ICON DAO,SGP,Singapore,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/ICON%20DAO.png,Singapore,South-eastern Asia
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,2020-05-21,138500.96623976834,Paradigm Citadel,CAN,Montreal,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Paradigm%20Citadel.png,Canada,Northern America
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,2020-05-22,301998.6973082781,Paradigm Citadel,CAN,Montreal,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Paradigm%20Citadel.png,Canada,Northern America
hx3aa778e1f00c77d3490e9e625f1f83ed26f90133,2020-05-23,12142.408066069602,Paradigm Citadel,CAN,Montreal,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Paradigm%20Citadel.png,Canada,Northern America
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,2020-05-19,98393.29130778195,Insight,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Insight.png,United States of America,Northern America
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,2020-05-20,18676.6120813216,Insight,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Insight.png,United States of America,Northern America
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,2020-05-21,33359.28357311195,Insight,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Insight.png,United States of America,Northern America
hxfc56203484921c3b7a4dee9579d8614d8c8daaf5,2020-05-22,80468.83290957086,Insight,USA,San Francisco,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Insight.png,United States of America,Northern America
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,2020-05-19,10732.969182240908,Deblock with STAYGE,KOR,Seoul,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Deblock%20with%20STAYGE.png,"Korea, Republic of",Eastern Asia
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,2020-05-20,53053.907987241124,Deblock with STAYGE,KOR,Seoul,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Deblock%20with%20STAYGE.png,"Korea, Republic of",Eastern Asia
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,2020-05-21,94642.78509928417,Deblock with STAYGE,KOR,Seoul,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Deblock%20with%20STAYGE.png,"Korea, Republic of",Eastern Asia
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,2020-05-22,95663.37011349096,Deblock with STAYGE,KOR,Seoul,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Deblock%20with%20STAYGE.png,"Korea, Republic of",Eastern Asia
hx4adc5a79b2fb3631790f6dca22d7b6e4912e6e85,2020-05-23,33734.521207871105,Deblock with STAYGE,KOR,Seoul,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Deblock%20with%20STAYGE.png,"Korea, Republic of",Eastern Asia
hxc93a0be07e8a74d9a86d8b12e569b91154681bc8,2020-05-22,321024.7384010623,Signal9,KOR,Seoul,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/Signal9.png,"Korea, Republic of",Eastern Asia
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,2020-05-09,5166.057824003427,INTERBLOCK,DEU,Munich,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/INTERBLOCK.png,Germany,Western Europe
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,2020-05-10,12181.456453792607,INTERBLOCK,DEU,Munich,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/INTERBLOCK.png,Germany,Western Europe
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,2020-05-11,5263.46990449721,INTERBLOCK,DEU,Munich,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/INTERBLOCK.png,Germany,Western Europe
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,2020-05-12,8716.687330249852,INTERBLOCK,DEU,Munich,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/INTERBLOCK.png,Germany,Western Europe
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,2020-05-13,10582.099561974825,INTERBLOCK,DEU,Munich,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/INTERBLOCK.png,Germany,Western Europe
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,2020-05-14,5297.668271836599,INTERBLOCK,DEU,Munich,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/INTERBLOCK.png,Germany,Western Europe
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,2020-05-15,69702.31739377104,INTERBLOCK,DEU,Munich,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/INTERBLOCK.png,Germany,Western Europe
hxc453700b9bd823d7f7175808a0986c0e3a45f2b4,2020-05-16,4993.376909233868,INTERBLOCK,DEU,Munich,https://github.com/Transcranial-Solutions/ICONProject/blob/master/vote_analysis/output/logos/INTERBLOCK.png,Germany,Western Europe
