address,name,country,city,logo
hxfa6714e4ec784ae2176c416c46dc2c98b6ec9074,Piconbello { You Pick We Build },GBR,London,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Piconbello { You Pick We Build }.png
hxaf33a0c15dbf52b76590422cbb7e2d835034cdf6,Plan-P,KOR,Seoul,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Plan-P.jpg
hxe886f81684bbecddd69a608093fb88624c94d20a,POCKET / FIGMENT,CAN,Montreal,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/POCKET FIGMENT.png
hx5ac1e54766ae2e3340e0a6579c2ccde8b766cd76,Progression,CAN,Sudbury,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Progression.jpg
hxe4c008b838e8a9a7c065f20f393974de4c86f917,ReliantNode,AUS,Wollongong,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/ReliantNode.png
hx35a0a985a9abd8cbbc71bec1aba74ca204369c8a,RemICX,THA,Bangkok,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/RemICX.png
hx4a43790d44b07909d20fbcc233548fc80f7a4067,RHIZOME,JPN,Tokyo,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/RHIZOME.png
hx18a807c44b0efdc2e02ea503d7bc011cc4242318,RHYTHM (Australia),AUS,Brisbane,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/RHYTHM (Australia).png
hx6f89b2c25c15f6294c79810221753131067ed3f8,Sharpn,FRA,Paris,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Sharpn.png
hxd4f3fc3fbdc475874285abf9459119f8dede31dd,Sicko Node,AUS,Sydney,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Sicko Node.jpg
hxc93a0be07e8a74d9a86d8b12e569b91154681bc8,Signal9,KOR,Seoul,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Signal9.png
hxc97bc2b6863b5f0094de7f0e5bcf82a404c4199b,Silicon Valley ICON,USA,San Jose,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/SilliconValleyIcon.jpg
hxdcff7a1ab76ba34a9e3c85b0f1e7b2bf436ac024,Staked,USA,Boston,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Staked.png
hx9780bfcd8d33c50f56e37f5b27313433c28eb8d8,Stakin (POS Bakerz),GBR,London,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Stakin (POS Bakerz).png
hx19ccfc00b5af79ac75aaae9676b1f9ed5c9b5ca3,StakingTeam,ITA,Milan,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/StakingTeam.png
hx6deee24065b8fa75298b0a22c5a221e2587ba09d,Sunrise,CAN,Vancouver,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Sunrise.png
hxab751d4e83b6fda412a38cb5f7f96860396b1327,Symmetry SLC,USA,Salt Lake City,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Symmetry SLC.png
hxab1b04e7975ed14074bbbd530333e815c4f36340,The Iconist,KOR,Seoul,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/The Iconist.png
hx2f3fb9a9ff98df2145936d2bfcaa3837a289496b,Transcranial Solutions,AUS,Melbourne,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Transcranial_Solutions.png
hx54d6f19c3d16b2ef23c09c885ca1ba776aaa80e2,Ubik Capital,USA,Detroit,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Ubik Capital.png
hx554ea6c0c56e6f30682dcaa79a326da3a364899f,UNBLOCK {ICX GROWTH INCUBATOR},JPN,Tokyo,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/unblock256.png
hxd0d9b0fee857de26fd1e8b15209ca15b14b851b2,VELIC,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/VELIC.png
hxf75bfd0df8d96ee0963965135af2485cee6d5000,weBloc asia,KOR,Jeju,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/weBloc asia.png
hxf49551380a26055a26f4dffd3aa837e66877571b,Wetez,CHN,Bei Jing,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Wetez.png
hxd5ff5a97308534af8234bfe78fd979e74d9f2920,X-node,KOR,Seoul,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/X-node.jpg
hxbb5355790905d790dff2aa04de5ff786a5211958,Xangle,SGP,Singapore,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Xangle.png
hx958eb3e5e9e41e53d000f684af78fd7384f2fe12,Yudus Lab,SGP,SGP,https://raw.githubusercontent.com/Transcranial-Solutions/ICONProject/master/vote_analysis/output/logos/Yudus Lab.jpg
